end;AccountsPayableAndAccruedLiabilitiesCurrent;AccruedIncomeTaxesCurrent;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AllowanceForDoubtfulAccountsReceivableCurrent;AmortizationOfIntangibleAssets;Assets;AssetsCurrent;Cash;CashAndCashEquivalentsAtCarryingValue;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostOfGoodsAndServicesSold;CurrentFederalTaxExpenseBenefit;CurrentForeignTaxExpenseBenefit;CurrentIncomeTaxExpenseBenefit;CurrentStateAndLocalTaxExpenseBenefit;DebtInstrumentCarryingAmount;DebtInstrumentFairValue;DeferredFederalIncomeTaxExpenseBenefit;DeferredForeignIncomeTaxExpenseBenefit;DeferredIncomeTaxExpenseBenefit;DeferredRevenue;DeferredStateAndLocalIncomeTaxExpenseBenefit;DeferredTaxAssetsNet;DeferredTaxAssetsNetCurrent;DeferredTaxAssetsOperatingLossCarryforwardsDomestic;DeferredTaxAssetsOther;DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits;DeferredTaxLiabilitiesNoncurrent;Depreciation;DepreciationDepletionAndAmortization;DerivativeFairValueOfDerivativeAsset;DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet;DividendsCash;DividendsPayableCurrent;FiniteLivedIntangibleAssetsAccumulatedAmortization;FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths;FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear;FiniteLivedIntangibleAssetsAmortizationExpenseYearFive;FiniteLivedIntangibleAssetsAmortizationExpenseYearFour;FiniteLivedIntangibleAssetsAmortizationExpenseYearThree;FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo;FiniteLivedIntangibleAssetsGross;FiniteLivedIntangibleAssetsNet;ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months;GeneralAndAdministrativeExpense;Goodwill;HeldToMaturitySecuritiesNoncurrent;IncomeLossFromContinuingOperations;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments;IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest;IncomeLossFromDiscontinuedOperationsNetOfTax;IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions;IncomeTaxExpenseBenefit;IncreaseDecreaseInAccountsPayableAndAccruedLiabilities;IncreaseDecreaseInAccruedIncomeTaxesPayable;IncreaseDecreaseInInventories;IncreaseDecreaseInOtherCurrentAssets;IncreaseDecreaseInOtherNoncurrentAssets;IncreaseDecreaseInOtherOperatingCapitalNet;IncreaseDecreaseInOtherOperatingLiabilities;IncreaseDecreaseInReceivables;IntangibleAssetsNetExcludingGoodwill;InterestExpense;InventoryFinishedGoods;InventoryNet;InventoryRawMaterialsAndSupplies;InventoryWorkInProcess;InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LineOfCreditFacilityMaximumBorrowingCapacity;LineOfCreditFacilityRemainingBorrowingCapacity;LongTermDebtCurrent;LongTermDebtNoncurrent;MarketableSecuritiesCurrent;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetIncomeLossAvailableToCommonStockholdersBasic;NetIncomeLossAvailableToCommonStockholdersDiluted;OperatingIncomeLoss;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax;OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax;OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansPlanAmendmentsTaxEffect;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax;OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax;OtherLiabilitiesNoncurrent;OtherLongTermDebtNoncurrent;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfEquity;PaymentsOfDividends;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;ProceedsFromIssuanceOfLongTermDebt;ProceedsFromRepaymentsOfShortTermDebt;ProceedsFromStockOptionsExercised;ProceedsFromStockPlans;ProfitLoss;PropertyPlantAndEquipmentGross;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RepaymentsOfLongTermDebt;ResearchAndDevelopmentExpense;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SegmentReportingInformationRevenue;ShareBasedCompensation;ShortTermBorrowings;ShortTermInvestments;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueEmployeeStockPurchasePlan;StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures;StockIssuedDuringPeriodValueShareBasedCompensation;StockIssuedDuringPeriodValueStockOptionsExercised;TreasuryStockValue;TreasuryStockValueAcquiredCostMethod;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations;StockPrice
2021-12-31;8126500000.0;923500000.0;21779000000.0;-4168000000.0;319500000.0;75000000.0;41502500000.0;12820000000.0;1584500000.0;6439790970.946688;12264000000.0;535000000.0;11000000.0;546000000.0;;127911766.97411852;17427933.133894682;-137527915.6841827;16346716.229139034;;14150000000.0;-107269989.8382129;;-17750000.0;3000000000.0;-6632955.267751508;578652163.3247061;134066959.49487376;407212065.116238;891074433.3469353;178500441.74563217;;344000000.0;532750000.0;;;175500000.0;191500000.0;2057000000.0;291500000.0;151500000.0;248000000.0;252000000.0;262500000.0;282000000.0;5268500000.0;3211500000.0;35041696.88917843;88500000.0;12984000000.0;;;664500000.0;9190356890.778084;3342665693.6262226;235396264.94237489;-1250000.0;123500000.0;-42750000.0;-2250000.0;335750000.0;137000000.0;16000000.0;17500000.0;-8250000.0;307000000.0;7873912627.065748;126500000.0;1313000000.0;3507500000.0;1690000000.0;504500000.0;2032500000.0;26850500000.0;41502500000.0;10215500000.0;5750000000.0;5454285714.285714;;13766500000.0;1948344355.624029;297500000.0;-180500000.0;-33500000.0;205500000.0;530000000.0;11000000.0;530000000.0;530000000.0;901000000.0;986000000.0;4090000000.0;-38000000.0;-23198122.603333965;-5500000.0;37782675.72148309;-11000000.0;-38000000.0;-35500000.0;-8264964.815716192;-1333333.3333333333;2000000.0;-42500000.0;-9000000.0;2261500000.0;11103531110.20324;23750000.0;248618471.5751788;174750000.0;272500000.0;568500000.0;293375000.0;-13250000.0;35487692.11295521;63500000.0;541000000.0;28386000000.0;6607000000.0;5531000000.0;;140500000.0;8153500000.0;5904500000.0;;8173327302.358063;87750000.0;32981566.37292826;1211000000.0;14354500000.0;14652000000.0;-2500000.0;69500000.0;-42000000.0;81000000.0;33652415.8488523;1895000000.0;88763554.99092439;1584500000.0;28.419572830200195
2022-03-31;8638000000.0;940000000.0;22668000000.0;-3639000000.0;319000000.0;75000000.0;41967000000.0;13253000000.0;1600000000.0;6098518108.443116;11957000000.0;441000000.0;10000000.0;451000000.0;;128025233.67368975;19663407.596477687;-146016898.0904808;16348705.925903076;;13000000000.0;-107769051.79503872;;-14000000.0;3000000000.0;-6659149.127363913;947043558.598182;130490272.94409864;417875314.8991989;985742513.2818056;110722598.17927444;;338000000.0;533000000.0;;;177000000.0;195000000.0;2098000000.0;291000000.0;227000000.0;252000000.0;256000000.0;261000000.0;279000000.0;5256000000.0;3158000000.0;35041696.88917844;97000000.0;12978000000.0;;;638000000.0;9389286248.76271;3396222789.0878973;272473255.52218986;-6000000.0;118000000.0;89000000.0;8000000.0;464000000.0;177000000.0;25000000.0;25000000.0;-5000000.0;404000000.0;7585837358.007385;123000000.0;1369000000.0;3719000000.0;1832000000.0;518000000.0;1955000000.0;26328000000.0;41967000000.0;10696000000.0;5750000000.0;5401428571.428572;;13163000000.0;1824973785.9500215;292000000.0;-170000000.0;-115000000.0;131000000.0;510000000.0;10000000.0;510000000.0;510000000.0;894000000.0;1172000000.0;4269000000.0;-106000000.0;-23198122.603333965;-5000000.0;37782675.72148309;-11000000.0;-106000000.0;-11000000.0;-5724788.544783466;333333.3333333335;2000000.0;-16000000.0;-9000000.0;2160000000.0;10331155703.523851;23000000.0;312617982.9762956;175000000.0;304000000.0;232000000.0;346500000.0;16000000.0;7000000.0;64000000.0;520000000.0;29022000000.0;6354000000.0;5713000000.0;;141000000.0;8532000000.0;5962000000.0;;8042504588.603123;89000000.0;34330430.118971586;1049000000.0;15347000000.0;15639000000.0;1000000.0;64000000.0;-81000000.0;89000000.0;7000000.0;1503000000.0;109319080.7005229;1600000000.0;39.321136474609375
2022-06-30;8528000000.0;884000000.0;22801000000.0;-3464000000.0;337000000.0;75000000.0;42827000000.0;14316000000.0;1893000000.0;6179708780.204092;11981000000.0;1134000000.0;11000000.0;1145000000.0;;128479100.4719746;40546289.868205726;-140523964.0921268;16356664.71295925;;12100000000.0;-85116495.42046222;;17500000.0;3100000000.0;-5470202.798311555;1643732894.3108835;123702755.9761688;406677358.20870537;913856688.4713428;110722598.17927444;;340000000.0;540500000.0;;;247000000.0;270000000.0;2234000000.0;289000000.0;149000000.0;250000000.0;253000000.0;261000000.0;278000000.0;5336000000.0;3102000000.0;;86000000.0;13009000000.0;;;1152000000.0;9215754205.18906;3349503328.886091;241085045.0352808;3500000.0;182000000.0;-51500000.0;-15000000.0;420000000.0;119250000.0;21250000.0;16750000.0;-3250000.0;430250000.0;6963393982.135606;124000000.0;1392000000.0;3968000000.0;2013000000.0;563000000.0;1767000000.0;26202000000.0;42827000000.0;10583000000.0;5750000000.0;5348571428.571428;;12946000000.0;1729018898.4257956;300000000.0;-112000000.0;-223000000.0;180750000.0;959000000.0;11000000.0;959000000.0;959000000.0;1159000000.0;1285000000.0;4247000000.0;216000000.0;;-6000000.0;37782675.7214831;;216000000.0;-10000000.0;-10661463.8122876;2000000.0;;-14000000.0;;2342000000.0;10147694439.539389;37500000.0;221502745.4053223;193500000.0;330500000.0;232000000.0;660726878.2067888;-500000.0;14000000.0;69500000.0;970000000.0;29187000000.0;6386000000.0;6247000000.0;;154000000.0;9244000000.0;6773000000.0;;7935597819.112362;87000000.0;105047668.83085597;923000000.0;16325000000.0;16625000000.0;2000000.0;71000000.0;-4000000.0;71000000.0;23000000.0;1436000000.0;70873436.18198422;1893000000.0;34.16234588623047
2022-09-30;9034000000.0;938000000.0;21877000000.0;-3396000000.0;335000000.0;76000000.0;44093000000.0;15611000000.0;2180000000.0;6445319688.267724;11867000000.0;975000000.0;12000000.0;987000000.0;;128706033.87111704;60205684.49947012;-126870166.55726177;16360644.106487336;;11200000000.0;-64467135.63008548;;49000000.0;2900000000.0;-4386396.621468576;2215263904.9544954;118097786.1793176;412676248.1291645;873751603.1206763;110924018.21959049;;343000000.0;548000000.0;;;248000000.0;263000000.0;2330000000.0;288000000.0;72000000.0;252000000.0;254000000.0;263000000.0;278000000.0;5373000000.0;3043000000.0;;94000000.0;12990000000.0;;;1134000000.0;8818226289.124636;3242478198.1309395;219375314.83031;13000000.0;215000000.0;-192000000.0;-38000000.0;376000000.0;61500000.0;17500000.0;8500000.0;-1500000.0;456500000.0;6551409150.543126;122000000.0;1416000000.0;4143000000.0;2123000000.0;604000000.0;1762000000.0;26582000000.0;44093000000.0;11134000000.0;5750000000.0;;;12452000000.0;2114361541.9754665;312000000.0;-54000000.0;-331000000.0;230500000.0;907000000.0;12000000.0;907000000.0;907000000.0;1400000000.0;1209000000.0;4280000000.0;-18000000.0;;-6000000.0;37782675.7214831;;-18000000.0;-11000000.0;-9853569.504149375;1000000.0;;-16000000.0;;2677000000.0;10119210576.66145;52000000.0;118874396.79126744;212000000.0;357000000.0;233000000.0;1278494973.2220807;-17000000.0;21000000.0;75000000.0;919000000.0;28568000000.0;6691000000.0;6650000000.0;;160000000.0;9904000000.0;7477000000.0;;7884323798.101315;85000000.0;162797018.21331608;1429000000.0;17199000000.0;17511000000.0;2000000.0;78000000.0;78000000.0;76000000.0;-7000000.0;1176000000.0;25920671.70468849;2180000000.0;34.45447540283203
2022-12-31;8867000000.0;988000000.0;21907000000.0;-3664500000.0;337000000.0;76000000.0;43974000000.0;15505500000.0;1840500000.0;5844791538.265649;11565500000.0;915500000.0;11000000.0;926500000.0;;128479100.4719746;78020540.28650558;-138248370.41008294;16356664.71295925;;10500000000.0;-64708246.2423792;;80500000.0;2950000000.0;-4399051.59835692;3425364162.165174;115381851.44390762;399158879.0921267;784203377.0312165;104377866.9093182;;345000000.0;555500000.0;;;302500000.0;318500000.0;2399000000.0;289000000.0;147500000.0;257500000.0;258500000.0;266500000.0;276500000.0;5431000000.0;3032000000.0;;92500000.0;13051500000.0;;;1147500000.0;8256893384.389538;3091352390.1091776;189501889.31090024;22500000.0;216000000.0;-332500000.0;-61000000.0;332000000.0;3750000.0;13750000.0;250000.0;250000.0;482750000.0;6147089974.520798;119500000.0;1416500000.0;4214500000.0;2171000000.0;627000000.0;1658000000.0;26028500000.0;43974000000.0;11693000000.0;5750000000.0;;;11575000000.0;1952152089.2559404;312000000.0;4000000.0;-439000000.0;280250000.0;920500000.0;11000000.0;920500000.0;920500000.0;1395500000.0;1120500000.0;4178000000.0;-26000000.0;;-6000000.0;37782675.7214831;;-26000000.0;-2500000.0;-10277164.056064554;1500000.0;;-7000000.0;;2420000000.0;9205091141.19212;66500000.0;182111646.69019288;230500000.0;383500000.0;200500000.0;653193120.9505049;-33500000.0;28000000.0;80500000.0;931500000.0;28635666666.666668;6691000000.0;7114000000.0;;167000000.0;10600000000.0;7606500000.0;;7914312678.363157;83000000.0;230430429.58466685;1216000000.0;17633500000.0;17989000000.0;2000000.0;82000000.0;-5000000.0;78500000.0;14000000.0;867500000.0;85973623.62640128;1655000000.0;49.595245361328125
2023-03-31;8700000000.0;1038000000.0;21937000000.0;-3933000000.0;339000000.0;76000000.0;43855000000.0;15400000000.0;1501000000.0;5239852126.360079;11264000000.0;856000000.0;10000000.0;866000000.0;;128252167.07283217;95835396.07354093;-149626574.26290417;16352685.319431163;;9800000000.0;-64949356.85467291;;112000000.0;3000000000.0;-4411706.575245264;-3134388416.6924896;112665916.70849766;385641510.055089;694655150.9417554;97831715.59904584;;347000000.0;563000000.0;;;357000000.0;374000000.0;2468000000.0;290000000.0;223000000.0;263000000.0;263000000.0;270000000.0;275000000.0;5489000000.0;3021000000.0;;91000000.0;13113000000.0;;;1161000000.0;7702697822.061926;2942148145.262067;159628463.79149085;32000000.0;217000000.0;-473000000.0;-84000000.0;288000000.0;-54000000.0;10000000.0;-8000000.0;2000000.0;509000000.0;8263638698.985947;117000000.0;1417000000.0;4286000000.0;2219000000.0;650000000.0;1554000000.0;25475000000.0;43855000000.0;12252000000.0;5750000000.0;5190000000.0;;10698000000.0;1789942636.536415;312000000.0;62000000.0;-547000000.0;330000000.0;934000000.0;10000000.0;934000000.0;934000000.0;1391000000.0;1032000000.0;4076000000.0;-34000000.0;;-6000000.0;37782675.72148309;;-34000000.0;6000000.0;-10700758.607979745;2000000.0;;2000000.0;;2163000000.0;8295607056.028482;81000000.0;230000000.0;249000000.0;410000000.0;168000000.0;559000000.0;-50000000.0;35000000.0;86000000.0;944000000.0;28703333333.33333;6691000000.0;7578000000.0;;174000000.0;11296000000.0;7736000000.0;;8020897523.344582;81000000.0;298063840.95601726;1003000000.0;18068000000.0;18380000000.0;2000000.0;86000000.0;-88000000.0;81000000.0;35000000.0;559000000.0;230000000.0;1501000000.0;47.507728576660156
2023-06-30;8938000000.0;859000000.0;21967000000.0;-3886000000.0;339000000.0;77000000.0;44826000000.0;16154000000.0;1930000000.0;5655902380.637336;11270000000.0;1080000000.0;14000000.0;1094000000.0;;128706033.87111704;99280777.87493914;-150075709.6450442;16360644.106487336;;10300000000.0;-48838237.130268544;;76500000.0;3200000000.0;-3566095.3189919963;-5639575872.169415;107900289.45145711;389749815.27946913;704113585.916828;97630295.55872972;;353000000.0;572250000.0;;;355000000.0;373000000.0;2546000000.0;288000000.0;153000000.0;246000000.0;267000000.0;269000000.0;273000000.0;5514000000.0;2968000000.0;;96000000.0;13117000000.0;;;1293000000.0;7796922977.438099;2967516073.317024;139261860.68804926;28000000.0;246000000.0;-576000000.0;-74500000.0;259000000.0;-52000000.0;5750000.0;-13250000.0;2000000.0;489000000.0;8973480402.484966;127000000.0;1402000000.0;4360000000.0;2308000000.0;650000000.0;1601000000.0;25892000000.0;44826000000.0;12163000000.0;5750000000.0;5067500000.0;;11342000000.0;1988706332.1223133;326000000.0;-20250000.0;-448000000.0;329250000.0;1033000000.0;14000000.0;1033000000.0;1033000000.0;1581000000.0;925000000.0;4182000000.0;-43000000.0;;-6000000.0;37782675.7214831;;-43000000.0;6000000.0;-10436057.500375476;2000000.0;;2000000.0;;2037000000.0;8987001556.733868;52000000.0;240000000.0;276000000.0;407250000.0;167000000.0;505500000.0;-39750000.0;30000000.0;89500000.0;1047000000.0;28771000000.0;6804000000.0;7675000000.0;;163000000.0;11974000000.0;8099000000.0;;8143370134.174652;85750000.0;383804173.6280237;1264000000.0;18608000000.0;18934000000.0;2000000.0;95000000.0;-56000000.0;79000000.0;3000000.0;750000000.0;213000000.0;1930000000.0;47.785552978515625
2023-09-30;9222000000.0;935000000.0;22071000000.0;-3917000000.0;347000000.0;78000000.0;45813000000.0;17038000000.0;2488000000.0;6016688649.028441;11182000000.0;1093000000.0;13000000.0;1106000000.0;;125755899.68226548;114234992.6390218;-154022636.52491897;16308911.990622206;;10000000000.0;-40100968.97682756;;41000000.0;3200000000.0;-3107509.4214357007;-8609470287.278898;103074672.61534464;390108608.4726204;726983393.6535221;97428875.51841366;;365000000.0;581500000.0;;;373000000.0;373000000.0;2622000000.0;301000000.0;79000000.0;248000000.0;269000000.0;272000000.0;278000000.0;5534000000.0;2912000000.0;;81000000.0;13111000000.0;;;1395000000.0;7690914063.445652;2938975642.764181;119292061.04858238;24000000.0;259000000.0;-679000000.0;-65000000.0;230000000.0;-50000000.0;1500000.0;-18500000.0;2000000.0;469000000.0;9841672320.83384;129000000.0;1377000000.0;4305000000.0;2316000000.0;612000000.0;1622000000.0;26106000000.0;45813000000.0;12528000000.0;5750000000.0;4945000000.0;;11147000000.0;1975760037.7738056;321000000.0;-102500000.0;-349000000.0;328500000.0;1123000000.0;13000000.0;1123000000.0;1123000000.0;1683000000.0;949000000.0;4255000000.0;-46000000.0;;-6000000.0;37782675.72148311;;-46000000.0;6000000.0;-15507566.225953862;2000000.0;;2000000.0;;2108000000.0;9010669026.25764;23000000.0;250000000.0;303000000.0;404500000.0;166000000.0;452000000.0;-29500000.0;25000000.0;93000000.0;1136000000.0;28946000000.0;6875000000.0;8049000000.0;;186000000.0;12742000000.0;8310000000.0;;8258548328.225325;90500000.0;469702651.2918526;1247000000.0;19386000000.0;19707000000.0;-1333333.3333333335;104000000.0;-18000000.0;58000000.0;47000000.0;621000000.0;151000000.0;2488000000.0;56.60130310058594
2023-12-31;10904000000.0;994000000.0;22725000000.0;-4254000000.0;337000000.0;79500000.0;47957000000.0;17718000000.0;2900000000.0;6098781377.783601;11624000000.0;1083000000.0;21500000.0;1104500000.0;;125188566.18440944;108148195.64880411;-88751878.8882587;16298963.506801989;;10200000000.0;-41502166.37958589;;5500000.0;4250000000.0;-3181052.9315252267;-85141027406.53064;119390339.05776328;438844550.8306036;57591829.82015184;99241655.88125834;;371000000.0;590750000.0;;;383000000.0;374000000.0;2541000000.0;303500000.0;161500000.0;259000000.0;276000000.0;282500000.0;287500000.0;5780000000.0;3239000000.0;;101000000.0;14084000000.0;;;1376000000.0;8768992549.554754;3229223160.6804934;115452078.81414348;20000000.0;259000000.0;-782000000.0;-55500000.0;201000000.0;-48000000.0;-2750000.0;-23750000.0;-3653621.7849708498;449000000.0;37457568838.67185;121000000.0;1329000000.0;4387000000.0;2296000000.0;762000000.0;1624000000.0;26598000000.0;47957000000.0;13395000000.0;5375000000.0;4822500000.0;;10842000000.0;1855435655.0053315;1170000000.0;-184750000.0;-250000000.0;327750000.0;1095500000.0;21500000.0;1095500000.0;1095500000.0;1666000000.0;1530000000.0;4052000000.0;-11500000.0;;-6000000.0;38780328.0646131;;-11500000.0;5500000.0;-9513672.332722336;1500000.0;;1666666.6666666667;;2046000000.0;9360621618.64648;-6000000.0;260000000.0;330000000.0;401750000.0;175000000.0;398500000.0;-19250000.0;20000000.0;96500000.0;1117000000.0;29965000000.0;7240000000.0;7812000000.0;;184000000.0;13497000000.0;8508500000.0;;9805677948.294842;95250000.0;555759273.9475038;1089000000.0;20189000000.0;21359000000.0;-4666666.666666667;102000000.0;-48000000.0;79000000.0;31000000.0;678000000.0;210500000.0;2900000000.0;51.02417755126953
2024-03-31;10051000000.0;987000000.0;22681000000.0;-4249000000.0;333000000.0;81000000.0;47856000000.0;17700000000.0;2788000000.0;5857056297.700497;11344000000.0;1073000000.0;30000000.0;1103000000.0;;124621232.68655336;123484632.12939858;-100651049.62886888;16289015.02298177;;10000000000.0;-42936453.65819058;;-30000000.0;5300000000.0;-3256333.203054202;-87230442846.8023;113732503.8766247;415217585.9123981;26814373.763984486;99644495.96189047;;377000000.0;600000000.0;;;393000000.0;411000000.0;2622000000.0;306000000.0;244000000.0;270000000.0;283000000.0;293000000.0;297000000.0;5789000000.0;3167000000.0;;121000000.0;14086000000.0;;;1357000000.0;7856243500.790421;2983486742.323368;82110419.82230626;16000000.0;259000000.0;-885000000.0;-46000000.0;172000000.0;-46000000.0;-7000000.0;-29000000.0;2589497.327103017;429000000.0;37920739480.07005;113000000.0;1336000000.0;4549000000.0;2400000000.0;813000000.0;1606000000.0;25933000000.0;47856000000.0;12879000000.0;5000000000.0;4700000000.0;;10740000000.0;1561478618.62159;1187000000.0;-267000000.0;-151000000.0;327000000.0;1068000000.0;30000000.0;1068000000.0;1068000000.0;1649000000.0;1438000000.0;4044000000.0;23000000.0;;-6000000.0;39777980.40774311;;23000000.0;5000000.0;-3517298.3753956407;1000000.0;;1333333.3333333335;;2022000000.0;9081050225.955511;-35000000.0;270000000.0;357000000.0;399000000.0;177000000.0;345000000.0;-9000000.0;15000000.0;100000000.0;1098000000.0;29934000000.0;7253000000.0;8222000000.0;;182000000.0;14172000000.0;8707000000.0;;9802390828.619072;100000000.0;647509116.3087556;703000000.0;20736000000.0;21923000000.0;-8000000.0;100000000.0;-78000000.0;100000000.0;15000000.0;531000000.0;270000000.0;2788000000.0;54.51337814331055
2024-06-30;10099000000.0;867000000.0;22863000000.0;-4247000000.0;318000000.0;82000000.0;49373000000.0;18517000000.0;2953000000.0;6152271859.347274;11401000000.0;1114000000.0;33000000.0;1147000000.0;;122805765.49341395;138935429.00543988;-106162062.32253312;16257179.874757074;;11300000000.0;-43167267.76754248;;-30000000.0;5100000000.0;-3268447.7557549924;-91721656742.77805;112346898.2811788;418314291.5664639;26940745.77720581;99241655.88125832;;384000000.0;600000000.0;;;405000000.0;410000000.0;2704000000.0;314000000.0;167000000.0;279000000.0;292000000.0;301000000.0;305000000.0;5902000000.0;3198000000.0;;94000000.0;14530000000.0;;;1421000000.0;7789650337.275204;2965558084.373569;73565959.00680447;16000000.0;276000000.0;-885000000.0;-46000000.0;172000000.0;-46000000.0;-7000000.0;-29000000.0;-13642612.364289029;429000000.0;39623637164.59401;132000000.0;1243000000.0;4504000000.0;2440000000.0;821000000.0;1678000000.0;27093000000.0;49373000000.0;12409000000.0;5000000000.0;4600000000.0;;12156000000.0;1825735332.6764045;1209000000.0;-267000000.0;-151000000.0;327000000.0;1112000000.0;33000000.0;1112000000.0;1112000000.0;1649000000.0;1405000000.0;4115000000.0;30000000.0;;-5000000.0;39777980.407743104;;30000000.0;4000000.0;-11449980.375050794;2000000.0;;1000000.0;;2218000000.0;10460354052.556463;-35000000.0;270000000.0;357000000.0;399000000.0;175000000.0;345000000.0;-9000000.0;15000000.0;100000000.0;1145000000.0;30198000000.0;7335000000.0;8605000000.0;;188000000.0;14890000000.0;9139000000.0;;10212298210.524223;100000000.0;647350971.3169334;1050000000.0;21071000000.0;22280000000.0;-2000000.0;100000000.0;0.0;73000000.0;5000000.0;973000000.0;465000000.0;2953000000.0;46.277103424072266
