end;AccountsPayableCurrent;AccountsReceivableNetCurrent;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AdditionalPaidInCapital;AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition;AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue;AllocatedShareBasedCompensationExpense;AssetRetirementObligation;AssetRetirementObligationAccretionExpense;AssetRetirementObligationCurrent;AssetRetirementObligationLiabilitiesIncurred;AssetRetirementObligationLiabilitiesSettled;AssetRetirementObligationRevisionOfEstimate;AssetRetirementObligationsNoncurrent;Assets;AssetsCurrent;CapitalExpendituresIncurredButNotYetPaid;CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves;CapitalizedExploratoryWellCosts;CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear;CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodOfOneYearOrLess;CashAndCashEquivalentsAtCarryingValue;CashAndCashEquivalentsPeriodIncreaseDecrease;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostsAndExpenses;DebtInstrumentCarryingAmount;DebtInstrumentFairValue;DeferredIncomeTaxAssetsNet;DeferredIncomeTaxExpenseBenefit;DeferredIncomeTaxLiabilitiesNet;DeferredTaxAssetsNetCurrent;DeferredTaxLiabilitiesCurrent;DeferredTaxLiabilitiesNoncurrent;DepreciationDepletionAndAmortization;DerivativeAssetsCurrent;DerivativeCollateralObligationToReturnCash;DerivativeCollateralRightToReclaimCash;DerivativeLiabilitiesCurrent;DividendsCommonStock;DividendsPayableCurrentAndNoncurrent;EffectOfExchangeRateOnCashAndCashEquivalents;ExplorationExpense;GainLossOnDispositionOfAssets1;GainsLossesOnSalesOfAssets;GeneralAndAdministrativeExpense;ImpairmentOfOilAndGasProperties;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncomeTaxesReceivable;IncreaseDecreaseInAccountsPayable;IncreaseDecreaseInAccruedTaxesPayable;IncreaseDecreaseInInventories;IncreaseDecreaseInOtherOperatingAssets;IncreaseDecreaseInOtherOperatingLiabilities;IncreaseDecreaseInReceivables;InterestCostsCapitalized;InterestExpense;InterestPaidNet;InventoryNet;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtCurrent;LongTermDebtNoncurrent;NaturalGasProductionRevenue;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAvailableToCommonStockholdersBasic;OilAndCondensateRevenue;OilAndGasPropertySuccessfulEffortMethodGross;OperatingIncomeLoss;OperatingLeaseExpense;OperatingLeaseLiabilityCurrent;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeOtherNetOfTax;OtherLiabilitiesCurrent;OtherLiabilitiesNoncurrent;OtherNoncashIncomeExpense;OtherNonoperatingIncomeExpense;PaymentsForRepurchaseOfCommonStock;PaymentsOfOrdinaryDividends;PaymentsToAcquireOilAndGasPropertyAndEquipment;PaymentsToAcquireOtherPropertyPlantAndEquipment;PensionAndOtherPostretirementBenefitExpense;ProceedsFromSaleOfOilAndGasPropertyAndEquipment;ProceedsFromStockOptionsExercised;PropertyPlantAndEquipmentGross;PropertyPlantAndEquipmentNet;PropertyPlantAndEquipmentOther;ReceivablesNetCurrent;ReclassificationToWellFacilitiesAndEquipmentBasedOnDeterminationOfProvedReserves;ResultsOfOperationsDryHoleCosts;ResultsOfOperationsTransportationCosts;RetainedEarningsAccumulatedDeficit;Revenues;ShareBasedCompensation;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;TaxesPayableCurrent;TreasuryStockValue;UnrealizedGainLossOnDerivativesAndCommodityContracts
2013-06-30;2201940000.0;1808954000.0;18529163000.0;408257000.0;2576441000.0;;27300000.0;10400000.0;666189000.0;10682750.0;16949000.0;18807250.0;16910750.0;50250.0;649240000.0;29077152000.0;4240840000.0;823500000.0;42880250.0;32379000.0;26700137.931034483;68818068.96551724;1228016000.0;260950000.0;426155908.131252;202726000.0;640117000.0;2748141000.0;6290000000.0;6729000000.0;-63057362.52644059;208786250.0;2930047051.0220585;157012000.0;4310000.0;4970705000.0;910531000.0;105667000.0;5000000.0;2000000.0;5482000.0;-1180006900.7373855;49102666.666666664;2569750.0;47323000.0;-79214706.6264572;13153000.0;80607000.0;37967000.0;1035230000.0;231134756.09565708;46169750.0;23450000.0;230001250.0;41703250.0;5943500.0;-32260750.0;-46992000.0;-141488500.0;11000000.0;61647000.0;54305250.0;;29077152000.0;3020303000.0;406579000.0;5906210000.0;462602000.0;-51545000.0;-1325694250.0;1635619500.0;710096430.4087331;;2012999000.0;40262580000.0;162663301.5501128;;;260341000.0;255924000.0;-19314000.0;-19575000.0;;189770000.0;795308000.0;4840500.0;4833000.0;15492250.0;47610000.0;1637249750.0;110642250.0;10225000.0;364533250.0;6249250.0;43109551000.0;24580388000.0;2846971000.0;1033013982.0335035;0.0;35750000.0;141782530.01240513;11228011000.0;2579870825.847996;31718250.0;9969523479.264772;14384626000.0;161608000.0;30809000.0;191490000.0
2013-09-30;2247714000.0;1849517000.0;19242795000.0;425283000.0;2614898000.0;;45500000.0;19200000.0;707416000.0;11705500.0;14329000.0;25022500.0;8990500.0;33500.0;693087000.0;30147270000.0;4191967000.0;838000000.0;33963500.0;31356000.0;26282275.862068966;67003137.93103448;1318817000.0;290301000.0;288421209.3927671;202731000.0;479524000.0;2771627000.0;6290000000.0;6692000000.0;-73432313.72918853;216793500.0;3405655119.748186;127658000.0;0.0;5185083000.0;928800000.0;44484000.0;0.0;2000000.0;174648000.0;-954793096.8925782;50753000.0;14500.0;39429000.0;-63937192.57484768;8183000.0;98654000.0;85917000.0;721555000.0;162750335.78865787;37899500.0;42296000.0;273937500.0;74402500.0;26945000.0;-17328500.0;-41051000.0;-46220000.0;12000000.0;59382000.0;54052500.0;;30147270000.0;3347333000.0;406579000.0;5906494000.0;396123000.0;-64368000.0;-1491649500.0;1846304000.0;496691988.1286391;;2337742000.0;41887901000.0;456048357.9276517;;;243191000.0;356112000.0;15106000.0;17026000.0;;267162000.0;846780000.0;1413000.0;11168000.0;19960500.0;49000000.0;1670376500.0;129083500.0;10050000.0;249630500.0;4494500.0;44841986000.0;25599191000.0;2954085000.0;1074576343.5383716;0.0;19548000.0;188446049.52466783;11639302000.0;2726210776.855857;33000500.0;10395005233.722778;14861580000.0;200477000.0;20634000.0;-293387000.0
2013-12-31;2447461500.0;1825591000.0;19848383000.0;414043000.0;2656352500.0;;40550000.0;15600000.0;753516000.0;12728250.0;25818500.0;31237750.0;1070250.0;16750.0;727697500.0;31144279000.0;4507221500.0;852500000.0;25046750.0;28348500.0;25864413.79310345;65188206.89655172;1493014500.0;319652000.0;253485380.2730751;204101000.0;563710500.0;2885509500.0;6090000000.0;6473000000.0;-78117516.5102911;224800750.0;3725119511.551811;278676500.0;611000.0;5535938500.0;937645500.0;22242000.0;0.0;27666666.666666668;200842000.0;-686417561.3441199;50795000.0;-2540750.0;43743500.0;-45310303.87082946;9840500.0;90758000.0;99639000.0;876172000.0;196458453.79170975;29629250.0;21243500.0;317873750.0;107101750.0;47946500.0;-2396250.0;-35110000.0;49048500.0;13000000.0;54767000.0;53799750.0;;31144279000.0;3371487500.0;206579000.0;5904723000.0;476408000.0;-77191000.0;-1657604750.0;2056988500.0;602519642.1287191;;2367422000.0;43105954500.0;355926148.41151893;;;265742500.0;338243500.0;1088000.0;1997500.0;;221652000.0;884683000.0;-2014500.0;3915000.0;24428750.0;50390000.0;1703503250.0;147524750.0;9875000.0;134727750.0;2739750.0;46147197000.0;26298814000.0;3041242500.0;1106889734.3857076;0.0;13948000.0;169225285.08513552;12200098500.0;2831654810.8416038;34282750.0;10784492256.689753;15447447000.0;235692500.0;27148000.0;-224561500.0
2014-03-31;2647209000.0;1801665000.0;20453971000.0;402803000.0;2697807000.0;;35600000.0;12000000.0;799616000.0;13751000.0;37308000.0;37453000.0;-6850000.0;0.0;762308000.0;32141288000.0;4822476000.0;867000000.0;16130000.0;25341000.0;25446551.724137932;63373275.862068966;1667212000.0;349003000.0;218549551.1533823;205471000.0;647897000.0;2999392000.0;5890000000.0;6254000000.0;-82802719.29139373;232808000.0;4044583903.3554363;429695000.0;1222000.0;5886794000.0;946491000.0;0.0;0.0;53333333.333333336;227036000.0;-418042025.79566157;67768000.0;-5096000.0;48058000.0;-26683415.166811213;11498000.0;82862000.0;113361000.0;1030789000.0;230166571.79476163;21359000.0;191000.0;361810000.0;139801000.0;68948000.0;12536000.0;-29169000.0;144317000.0;14000000.0;50152000.0;53547000.0;;32141288000.0;3395642000.0;6579000.0;5902952000.0;556693000.0;-90014000.0;-1823560000.0;2267673000.0;708347296.128799;;2397102000.0;44324008000.0;255803938.8953883;;;288294000.0;320375000.0;-12930000.0;-13031000.0;;176142000.0;922586000.0;-5442000.0;-3338000.0;28897000.0;51780000.0;1736630000.0;165966000.0;9700000.0;19825000.0;985000.0;47452408000.0;26998437000.0;3128400000.0;1139203125.233044;0.0;8348000.0;150004520.6456034;12760895000.0;2937098844.8273516;35565000.0;11173979279.656721;16033314000.0;270908000.0;33662000.0;-155736000.0
2014-06-30;2661473000.0;1902248000.0;21449581000.0;426588000.0;2728482000.0;;29500000.0;11700000.0;830950000.0;12273250.0;28498000.0;30910000.0;-6841500.0;720000.0;802452000.0;33302434000.0;4724745000.0;843000000.0;15338250.0;31562000.0;;;1230140000.0;271803750.0;-243669347.52124834;205482000.0;730138000.0;3042826000.0;5890000000.0;6323000000.0;-92947351.56565309;150295750.0;4558586661.109522;485507000.0;1833000.0;6162010000.0;996602000.0;0.0;0.0;79000000.0;338318000.0;-533142400.5844791;67865000.0;-5994750.0;42208000.0;-35057472.85545041;3856000.0;90932000.0;39035000.0;1100813000.0;245432533.8496825;19216000.0;24527000.0;101888750.0;105377000.0;67254000.0;-5392000.0;-29840500.0;19962750.0;13500000.0;51867000.0;54191250.0;;33302434000.0;3537487000.0;6579000.0;5903099000.0;509091000.0;155632500.0;-1818725500.0;1940891500.0;779629650.4559304;;2618975000.0;46270734000.0;487972794.6751769;;;415215000.0;382258000.0;24378000.0;23785000.0;;234683000.0;991450000.0;-7198750.0;7950000.0;25537500.0;61750250.0;1659655750.0;153691000.0;9625000.0;15148250.0;1734750.0;49645012000.0;28195431000.0;3374278000.0;1188768040.2540805;-2601750.0;5558000.0;164975611.67693454;13398901000.0;3143232817.6227875;34936750.0;11759140850.748934;16708388000.0;228569000.0;51065000.0;-229270000.0
2014-09-30;2775342000.0;2009091000.0;22267642000.0;387725000.0;2785716000.0;;38500000.0;21200000.0;907355000.0;10795500.0;12528000.0;24367000.0;-6833000.0;1440000.0;894827000.0;34500883000.0;4884716000.0;819000000.0;14546500.0;37842000.0;;;1481145000.0;194604500.0;-262652647.95290136;205488000.0;1064755000.0;3332454000.0;5890000000.0;6243000000.0;-98863526.32885244;67783500.0;4988613730.29598;238258000.0;2444000.0;6414546000.0;1040018000.0;132931000.0;10000000.0;0.0;0.0;-259946501.97652793;91094000.0;-6893500.0;48955000.0;-13048808.091991728;60346000.0;96931000.0;55542000.0;1715120000.0;382590174.09499943;17073000.0;17978000.0;-158032500.0;70953000.0;65560000.0;-23320000.0;-30512000.0;-104391500.0;13000000.0;49704000.0;54835500.0;;34500883000.0;3378746000.0;6579000.0;5903232000.0;443108000.0;401279000.0;-1813891000.0;1614110000.0;1212819807.0226839;;2671502000.0;47912930000.0;134264202.86278918;;;332414000.0;399334000.0;-38886000.0;-38863000.0;;245339000.0;1084461000.0;-8955500.0;-21338000.0;22178000.0;71720500.0;1582681500.0;141416000.0;9550000.0;10471500.0;2484500.0;51484475000.0;29216833000.0;3571545000.0;1232447275.4178858;-5203500.0;16359000.0;228312000.0;14410707000.0;3284530254.998311;34308500.0;12386912048.306486;17719898000.0;257948000.0;69738000.0;469125000.0
2014-12-31;2478691500.0;1637836500.0;22061537500.0;175645500.0;2802365500.0;;35800000.0;16400000.0;835154500.0;9317750.0;10904000.0;17824000.0;-6824500.0;2160000.0;824250500.0;34596668500.0;4839042000.0;795000000.0;13754750.0;28825500.0;;;1804282000.0;117405250.0;49840085.56296337;205490000.0;440814500.0;2911993500.0;6390000000.0;6806500000.0;-100120056.49372736;-14728750.0;5057404469.686602;128480500.0;32326500.0;6594496000.0;976403000.0;231378000.0;67500000.0;0.0;187857.14285714287;-177304604.29048637;91594000.0;-7792250.0;44202000.0;-8974381.160906754;30976500.0;90614000.0;62489000.0;739394500.0;161379077.57139793;14930000.0;39549000.0;-417953750.0;36529000.0;63866000.0;-41248000.0;-31183500.0;-228745750.0;12500000.0;51524500.0;55479750.0;;34596668500.0;3236749000.0;256579000.0;6148461000.0;365445000.0;646925500.0;-1809056500.0;1287328500.0;513848804.3530978;;1965873000.0;47820437000.0;-20733282.00596589;;;278963500.0;288349500.0;-26026500.0;-26120500.0;;188126500.0;1021764500.0;-10712250.0;-15664500.0;18818500.0;81690750.0;1505707250.0;129141000.0;9475000.0;5794750.0;3234250.0;51530814500.0;29469277000.0;3710377500.0;1232991640.512455;-7805250.0;15514500.0;228312000.0;14456261500.0;3255765453.3959246;33680250.0;12337730595.014414;17595198000.0;189838500.0;44564500.0;272666500.0
2015-03-31;2182041000.0;1266582000.0;21855433000.0;-36434000.0;2819015000.0;;33100000.0;11600000.0;762954000.0;7840000.0;9280000.0;11281000.0;-6816000.0;2880000.0;753674000.0;34692454000.0;4793368000.0;771000000.0;12963000.0;19809000.0;;;2127419000.0;40206000.0;362332819.0788319;205492000.0;-183126000.0;2491533000.0;6890000000.0;7370000000.0;-101376586.65860221;-97241000.0;5126195209.077223;18703000.0;62209000.0;6774446000.0;912788000.0;329825000.0;125000000.0;0.0;375714.28571428574;-94662706.60444485;91280000.0;-8691000.0;39449000.0;-4899954.229821796;1607000.0;84297000.0;69436000.0;-236331000.0;-59832018.95220351;12787000.0;61120000.0;-677875000.0;2105000.0;62172000.0;-59176000.0;-31855000.0;-353100000.0;12000000.0;53345000.0;56124000.0;;34692454000.0;3094752000.0;506579000.0;6393690000.0;287782000.0;892572000.0;-1804222000.0;960547000.0;-185122198.31648844;;1260244000.0;47727944000.0;-175730766.87472093;;;225513000.0;177365000.0;-13167000.0;-13378000.0;;130914000.0;959068000.0;-12469000.0;-9991000.0;15459000.0;91661000.0;1428733000.0;116866000.0;9400000.0;1118000.0;3984000.0;51577154000.0;29721721000.0;3849210000.0;1233536005.6070242;-10407000.0;14670000.0;228312000.0;14501816000.0;3227000651.79354;33052000.0;12288549141.722338;17470498000.0;121729000.0;19391000.0;76208000.0
2015-06-30;1864483000.0;1304848000.0;22801124000.0;-28003000.0;2857588000.0;;28600000.0;11700000.0;795779000.0;7930500.0;10993000.0;10783000.0;-4326250.0;2097000.0;784786000.0;33884096000.0;3737718000.0;667500000.0;9903500.0;7366000.0;;;1367395000.0;17648250.0;-307119876.7170708;205496000.0;13699000.0;2430075000.0;6390000000.0;6655000000.0;-106519093.1790267;-122104750.0;5230421137.141222;39613000.0;0.0;6798629000.0;909227000.0;106821000.0;43000000.0;0.0;563571.4285714286;-98187979.53876388;91500000.0;-6250250.0;43755000.0;-5542150.329897176;-5564000.0;82324000.0;68519000.0;-11478000.0;6928246.22680977;-2512750.0;48448000.0;-580813000.0;2193750.0;32234500.0;-45368500.0;-21893250.0;-297924500.0;11285714.285714285;60484000.0;55140250.0;;33884096000.0;2277581000.0;6579000.0;6393885000.0;274038000.0;725945000.0;-1495354500.0;793308000.0;-7611520.342926271;;1452756000.0;48936092000.0;301991411.3809834;;;209431000.0;171200000.0;8404000.0;8431000.0;;150653000.0;986758000.0;-10712250.0;9380000.0;14762250.0;91788250.0;1208399500.0;94097500.0;9350000.0;2505250.0;3660000.0;52776302000.0;29975178000.0;3840210000.0;1242134789.651827;-7805250.0;-551000.0;209833000.0;14414926000.0;3161451600.502467;32884000.0;12216887457.367281;17427243000.0;164366000.0;22764000.0;-48493000.0
2015-09-30;1561574000.0;1123111000.0;29640793000.0;-34979000.0;2897439000.0;;40300000.0;20000000.0;783757000.0;8021000.0;11592000.0;10285000.0;-1836500.0;1314000.0;772165000.0;27277247000.0;2824958000.0;564000000.0;6844000.0;8512000.0;;;742689000.0;-4909500.0;1636215466.394383;205503000.0;-4082715000.0;8395385000.0;6390000000.0;6673000000.0;-13221346.232293904;-146968500.0;2633813089.316595;40619000.0;0.0;4581844000.0;722172000.0;71503000.0;30000000.0;0.0;751428.5714285715;4538357.830359012;91377000.0;-3809500.0;31344000.0;1795889.8885228718;-1185000.0;90959000.0;6307420000.0;-6274921000.0;-1407756255.136744;-17812500.0;53667000.0;-483751000.0;2282500.0;2297000.0;-31561000.0;-11931500.0;-242749000.0;10571428.57142857;60571000.0;54156500.0;;27277247000.0;2046961000.0;36279000.0;6393931000.0;281837000.0;559318000.0;-1186487000.0;626069000.0;-4581044596.325161;;1181092000.0;50025191000.0;-924523594.6098981;;;133117000.0;176957000.0;-7004000.0;-6976000.0;;182834000.0;970288000.0;-8955500.0;8607000.0;14065500.0;91915500.0;988066000.0;71329000.0;9300000.0;3892500.0;3336000.0;53916125000.0;24275332000.0;3890934000.0;1182763886.7952564;-5203500.0;198000.0;203594000.0;10247349000.0;2824590727.9702992;32716000.0;11913999279.150585;13284223000.0;174897000.0;31089000.0;29239000.0
2015-12-31;1371799500.0;951868000.0;30501501000.0;-33055000.0;2924650000.0;;36350000.0;16600000.0;804008500.0;8111500.0;9777500.0;9787000.0;653250.0;531000.0;794231000.0;26807835000.0;2595385000.0;460500000.0;3784500.0;9096000.0;;;705585000.0;-27467250.0;1877666473.6100466;205504500.0;-2276142000.0;5193937500.0;6690000000.0;6918000000.0;-7468889.918933719;-171832250.0;2515775518.1208553;108838000.0;0.0;4501032500.0;825531500.0;0.0;15000000.0;0.0;61419470.79346281;-130657789.60439205;91546000.0;-1368750.0;30586500.0;-15550000.0;3981000.0;95745000.0;3189518500.0;-3492944500.0;-771430498.742296;-33112250.0;46356000.0;-386689000.0;2371250.0;-27640500.0;-17753500.0;-1969750.0;-187573500.0;9857142.857142858;64480500.0;53172750.0;;26807835000.0;1797466500.0;21429000.0;6686480000.0;223670000.0;392691000.0;-877619500.0;458830000.0;-2560841484.3863297;;967401500.0;50592261500.0;-410725259.09561205;;;145362500.0;174067500.0;-2409500.0;-2384500.0;23000.0;178778000.0;978000500.0;-7198750.0;2085000.0;13368750.0;92042750.0;767732500.0;48560500.0;9250000.0;5279750.0;3012000.0;54539883500.0;24038382500.0;3947622000.0;1174680638.227928;-2601750.0;222000.0;197024000.0;9777906000.0;2545400147.6014743;32548000.0;11714723256.663128;12844855500.0;133987000.0;30150000.0;17337000.0
2016-03-31;1182025000.0;780625000.0;31362209000.0;-31131000.0;2951861000.0;;32400000.0;13200000.0;824260000.0;8202000.0;7963000.0;9289000.0;3143000.0;-252000.0;816297000.0;26338423000.0;2365812000.0;357000000.0;725000.0;9680000.0;;;668481000.0;-50025000.0;2119117480.8257074;205506000.0;-469569000.0;1992490000.0;6990000000.0;7163000000.0;-1716433.60557352;-196696000.0;2397737946.9251156;177057000.0;0.0;4420221000.0;928891000.0;4070000.0;0.0;0.0;61419470.79346281;-236039587.2093345;91569000.0;1072000.0;29829000.0;-15550000.0;9147000.0;100531000.0;71617000.0;-710968000.0;-135104742.34784812;-48412000.0;39045000.0;-289627000.0;2460000.0;-57578000.0;-3946000.0;7992000.0;-132398000.0;9142857.142857142;68390000.0;52189000.0;;26338423000.0;1547972000.0;6579000.0;6979029000.0;165503000.0;226064000.0;-568752000.0;291591000.0;-540638372.4474983;;753711000.0;51159332000.0;103073076.41866916;;;157608000.0;171178000.0;2185000.0;2207000.0;23000.0;174722000.0;985713000.0;-5442000.0;-4437000.0;12672000.0;92170000.0;547399000.0;25792000.0;9200000.0;6667000.0;2688000.0;55163642000.0;23801433000.0;4004310000.0;1166597389.6605995;0.0;246000.0;190454000.0;9308463000.0;2266209567.232647;32380000.0;11515447234.175667;12405488000.0;93077000.0;29211000.0;5435000.0
2016-06-30;1305651000.0;935592000.0;32143873000.0;-25264000.0;2982047000.0;;27100000.0;13000000.0;820910000.0;8309666.666666667;8349000.0;8665333.333333334;5827666.666666666;1047333.3333333333;812561000.0;25830538000.0;2450121000.0;376333333.3333333;1319333.3333333335;15643000.0;;;779722000.0;-51126333.333333336;2459895568.7768703;205510000.0;-286691000.0;2063913000.0;6990000000.0;7418000000.0;9064132.948953867;-130899333.33333334;2157238558.294039;46712000.0;15184904.261611937;4103777000.0;862491000.0;3127500.0;0.0;0.0;1315000.0;-274041479.9507077;91679000.0;597000.0;30559000.0;-15550000.0;-15550000.0;97705000.0;72714000.0;-380277000.0;-50751771.87924385;-4954666.666666664;4880000.0;-186276000.0;-11231000.0;-46630666.666666664;12261666.666666666;-11755666.666666668;-97828000.0;-5562800.602147557;71108000.0;60735333.333333336;;25830538000.0;1712261000.0;6579000.0;6979286000.0;155983000.0;112510000.0;-657977000.0;493743666.6666666;-313516460.0145991;;1059690000.0;51355620000.0;2091070.659957707;;;187389000.0;167538000.0;5844000.0;5867000.0;23000.0;168642000.0;978513000.0;-2610666.6666666665;-20996000.0;14657333.333333334;93682333.33333333;669008333.3333334;28640000.0;9466666.666666666;20048666.666666664;2577333.3333333335;55356752000.0;23212879000.0;4001132000.0;1162284373.4776347;0.0;-172000.0;179471000.0;8923666000.0;2201650020.1026745;31740000.0;11531234111.341616;12056701000.0;138395000.0;29258000.0;-44373000.0
2016-09-30;1296240000.0;920189000.0;31835196000.0;-25100000.0;2992887000.0;;37600000.0;18800000.0;789420000.0;8417333.333333334;10133000.0;8041666.666666667;8512333.333333332;2346666.6666666665;779287000.0;25554921000.0;2737764000.0;395666666.6666667;1913666.6666666667;0.0;;;1048727000.0;-52227666.666666664;2766958744.8819714;205514000.0;-189836000.0;2311984000.0;6990000000.0;7395000000.0;12801452.971691206;-65102666.66666667;1926691533.1500301;137098000.0;14874204.351524612;4068345000.0;899511000.0;2185000.0;0.0;0.0;4475500.0;1433737436.2957492;91842000.0;122000.0;25455000.0;108204000.0;108204000.0;94397000.0;177990000.0;-272250000.0;-44530448.66645965;38502666.66666667;178000.0;-82925000.0;-24922000.0;-35683333.33333333;28469333.333333332;-31503333.333333336;-63258000.0;-5552288.4398978315;70858000.0;69281666.66666667;336198000.0;25554921000.0;1732963000.0;6579000.0;6979538000.0;205293000.0;-1044000.0;-747202000.0;695896333.3333333;-229283435.11595064;;1137717000.0;50465979000.0;131986609.60591698;;;199720000.0;172772000.0;141000.0;164000.0;23000.0;195045000.0;975763000.0;220666.66666666698;-7912000.0;16642666.666666666;95194666.66666667;790617666.6666666;31488000.0;9733333.333333334;33430333.333333332;2466666.6666666665;54479581000.0;22644385000.0;4013602000.0;1144575302.5183733;0.0;10390000.0;200862000.0;8641704000.0;2133805452.7947001;31100000.0;11476454921.965225;11798312000.0;143257000.0;16693000.0;5117000.0
2017-03-31;1556875000.0;1187112000.0;28566869000.0;-18664000.0;5447291000.0;;30500000.0;11000000.0;922155000.0;8525000.0;19450000.0;7418000.0;11197000.0;3646000.0;902705000.0;29211974000.0;3394076000.0;415000000.0;2508000.0;2508000.0;;;1546566000.0;-53329000.0;2045612344.8389294;205776000.0;28863000.0;2502819000.0;6990000000.0;7161000000.0;-43217722.270676926;694000.0;3300176172.7857475;137098000.0;14530374.106197206;5023626000.0;816036000.0;1142000.0;0.0;0.0;7636000.0;-379716682.5689673;96155000.0;-353000.0;56894000.0;-16758000.0;-16758000.0;97238000.0;193187000.0;39382000.0;45037549.32728791;81960000.0;80503000.0;20426000.0;-38613000.0;-24736000.0;44677000.0;-51251000.0;-28688000.0;7000000.0;71515000.0;77828000.0;336198000.0;29211974000.0;2032007000.0;6579000.0;6980008000.0;230602000.0;-114598000.0;-836427000.0;898049000.0;4757149.782732457;;1430061000.0;50195608000.0;384433229.91515994;251943000.0;;264559000.0;195206000.0;309000.0;346000.0;37000.0;221052000.0;1248102000.0;3052000.0;3151000.0;18628000.0;96707000.0;912227000.0;34336000.0;10000000.0;46812000.0;2356000.0;54173329000.0;25606460000.0;3977721000.0;1193435449.6963863;0.0;0.0;178714000.0;8329951000.0;2564757407.633278;30460000.0;11782255951.445887;13928231000.0;143710000.0;36123000.0;62020000.0
2017-06-30;1615170000.0;1114454000.0;29277359000.0;-17490000.0;5485832000.0;0.0;27600000.0;11100000.0;927940000.0;8639333.333333334;33922000.0;8371666.666666667;7448000.0;2333666.666666667;894018000.0;29263617000.0;3383373000.0;474333333.3333333;2039333.3333333333;2995000.0;;;1649443000.0;-41597333.333333336;2169764431.4056478;205777000.0;24227000.0;2484564000.0;6990000000.0;7181000000.0;-41007158.00739373;57583333.333333336;3321615626.029005;137098000.0;15718451.003761895;5059520000.0;865384000.0;4746000.0;0.0;0.0;0.0;-107071000.0;96145000.0;-205333.33333333334;34711000.0;-8916000.0;-16758000.0;108507000.0;78934000.0;62467000.0;43744253.51807821;55824666.66666667;91256000.0;31501333.333333336;-18425333.333333332;19109000.0;32739000.0;-43852333.333333336;17426000.0;6333333.333333333;70413000.0;68586333.33333333;336198000.0;29263617000.0;2722254000.0;606454000.0;6380350000.0;224008000.0;-114386333.33333333;-1043093666.6666666;1116088000.0;13973783.874607533;;1445454000.0;50973760000.0;229270720.51460224;251943000.0;;187276000.0;283196000.0;1260000.0;1174000.0;-86000.0;249027000.0;1199778000.0;1363666.6666666667;4972000.0;18010666.666666668;96813333.33333333;1063188333.3333334;48257333.333333336;9966666.666666666;32151000.0;2055000.0;54857519000.0;25580160000.0;3883759000.0;1205534053.442942;169666.66666666666;27000.0;186356000.0;8256359000.0;2604234696.3866982;32135333.333333332;11831083387.102491;13901715000.0;155458000.0;28763000.0;9446000.0
2017-09-30;1635711000.0;1243535000.0;29926547000.0;-17160000.0;5513631000.0;0.0;43500000.0;20900000.0;930476000.0;8753666.666666666;23606000.0;9325333.333333334;3699000.0;1021333.3333333335;906870000.0;28805305000.0;2763963000.0;533666666.6666667;1570666.6666666665;0.0;;;846138000.0;-29865666.666666668;1439815092.8541603;205786000.0;100871000.0;2430008000.0;6390000000.0;6620000000.0;-43622764.28002007;114472666.66666667;3413678148.0605984;;15240780.797166103;5107477000.0;846222000.0;3297000.0;0.0;0.0;2827000.0;-107071000.0;96349000.0;-57666.666666666686;30796000.0;-8202000.0;-16758000.0;111717000.0;53677000.0;145980000.0;65061640.806063786;29689333.333333336;126881000.0;42576666.66666667;1762333.3333333358;62954000.0;20801000.0;-36453666.666666664;63540000.0;5666666.666666667;69082000.0;59344666.66666667;344016000.0;28805305000.0;2180024000.0;6579000.0;6380427000.0;220402000.0;-114174666.66666667;-1249760333.3333333;1334127000.0;80884190.9714267;;1451410000.0;51716999000.0;423969744.61792564;251943000.0;;200096000.0;299347000.0;355000.0;330000.0;-25000.0;258281000.0;1215113000.0;-324666.6666666665;226000.0;17393333.333333332;96919666.66666667;1214149666.6666667;62178666.66666667;9933333.333333334;17490000.0;1754000.0;55651136000.0;25724589000.0;3934137000.0;1212307203.1121395;339333.3333333333;50000.0;183565000.0;8259971000.0;2611163276.442466;33810666.666666664;11796107911.178339;13922264000.0;180277000.0;39964000.0;-6606000.0
