end;AccountsNotesAndLoansReceivableNetCurrent;AccountsPayableCurrent;AccountsPayableRelatedPartiesCurrent;AccountsReceivableNet;AccountsReceivableNetCurrent;AccretionExpenseIncludingAssetRetirementObligations;AccrualForEnvironmentalLossContingencies;AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment;AccumulatedOtherComprehensiveIncomeLossNetOfTax;AdditionalPaidInCapitalCommonStock;AllowanceForDoubtfulAccountsReceivableCurrent;AssetImpairmentCharges;Assets;AssetsCurrent;AssetsFairValueDisclosure;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;ContractWithCustomerAssetGross;ContractWithCustomerLiability;CostOfGoodsAndServicesSold;CostOfPurchasedOilAndGas;DebtCurrent;DeferredCreditsAndOtherLiabilitiesNoncurrent;DeferredIncomeTaxExpenseBenefit;DeferredIncomeTaxLiabilitiesNet;DeferredTaxLiabilitiesNoncurrent;DepreciationAndAmortization;DepreciationDepletionAndAmortization;DerivativeAssetFairValueGrossLiability;DerivativeCollateralObligationToReturnSecurities;DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral;DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral;DerivativeLiabilityCollateralRightToReclaimCashOffset;DerivativeLiabilityFairValueGrossAsset;DividendsCommonStockCash;DueFromRelatedPartiesCurrent;EffectOfLIFOInventoryLiquidationOnIncome;EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss;EquityMethodInvestmentSummarizedFinancialInformationRevenue;ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue;ExciseAndSalesTaxes;FairValueAssetsLevel2ToLevel1TransfersAmount;FairValueLiabilitiesLevel2ToLevel1TransfersAmount;ForeignCurrencyTransactionGainLossBeforeTax;Goodwill;IncomeLossFromContinuingOperations;IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest;IncomeLossFromEquityMethodInvestments;IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions;IncomeLossIncludingPortionAttributableToNoncontrollingInterest;IncomeTaxExpenseBenefit;IncreaseDecreaseInAccountsPayable;IncreaseDecreaseInInventories;IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets;IncreaseDecreaseInReceivables;IntangibleAssetsNetExcludingGoodwill;InterestAndDebtExpense;InterestExpenseRelatedParty;InventoryCrudeOilProductsAndMerchandise;InventoryNet;LIFOInventoryAmount;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LiabilitiesFairValueDisclosure;LongTermDebtAndCapitalLeaseObligations;LongTermInvestmentsAndReceivablesNet;MinorityInterest;MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetIncomeLossAvailableToCommonStockholdersBasic;NetIncomeLossAvailableToCommonStockholdersDiluted;NonoperatingIncomeExpense;OtherAssetsNoncurrent;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax;OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax;OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax;OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax;OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax;OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax;OtherCostAndExpenseOperating;OtherInventoryNetOfReserves;OtherInventorySupplies;OtherLiabilitiesCurrent;OtherNoncashIncomeExpense;OtherNonoperatingIncome;ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic;ParticipatingSecuritiesDistributedAndUndistributedEarningsLossDiluted;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfCommonStock;PaymentsOfDividendsCommonStock;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;PrepaidExpenseAndOtherAssetsCurrent;ProceedsFromPaymentsForOtherFinancingActivities;ProfitLoss;PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization;PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization;PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization;PropertyPlantAndEquipmentGross;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty;RepaymentsOfDebtAndCapitalLeaseObligations;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;RevenueFromRelatedParties;SalesRevenueNet;SellingGeneralAndAdministrativeExpense;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;TaxesExcludingIncomeAndExciseTaxes;TaxesPayableCurrent;TreasuryStockValue;TreasuryStockValueAcquiredCostMethod
2014-12-31;;8673000000.0;908500000.0;6050137071.160073;30888251733.223488;5500000.0;499500000.0;9763500000.0;-359500000.0;19044000000.0;56000000.0;8666666.666666666;49363500000.0;17169000000.0;3943000000.0;4249000000.0;4296275186.081329;6000000.0;896500000.0;9500000.0;906000000.0;;175789567.03557193;34127100310.05058;25148500000.0;35000000.0;294000000.0;-115500000.0;;5557500000.0;251000000.0;342000000.0;3307000000.0;340837727.5084311;225000000.0;51000000.0;;3307000000.0;261250000.0;1371500000.0;;758000000.0;7896000000.0;5300000000.0;3571500000.0;261000000.0;280000000.0;-31000000.0;3274500000.0;1083500000.0;1093000000.0;483500000.0;94750000.0;1504726708.0745406;464500000.0;114500000.0;1267250000.0;130500000.0;-1417750000.0;850500000.0;73000000.0;2000000.0;4661500000.0;4919500000.0;4525000000.0;26969000000.0;49363500000.0;11816500000.0;12347000000.0;7546000000.0;10383000000.0;641500000.0;5788833.992135197;-382250000.0;-800000000.0;1363500000.0;1020173913.0434783;9500000.0;1081500000.0;1083000000.0;40500000.0;252000000.0;-233000000.0;;-3483510.790492786;-745715.0774122076;;-215000000.0;-206500000.0;-8500000.0;-187000000.0;-19500000.0;-146632844.66744214;-7500000.0;-22500000.0;1099000000.0;314736262.87909544;258000000.0;848500000.0;-62250000.0;40500000.0;2000000.0;1000000.0;-79750000.0;459250000.0;261250000.0;1067000000.0;749000000.0;-11500000.0;1031782608.6956522;10662050781.170582;12731053843.42751;24706961538.867958;27198000000.0;17434500000.0;7120921680.041636;32000000.0;673250000.0;9230000000.0;7567629524.427654;1135000000.0;38664700000.0;397500000.0;21753000000.0;22394500000.0;;1028500000.0;6167500000.0;836396496.6554284
2015-03-31;;6965000000.0;728000000.0;5987975720.887707;24602125835.427456;5000000.0;480000000.0;9938000000.0;-694000000.0;19060000000.0;69000000.0;5333333.333333333;49077000000.0;16144000000.0;2108000000.0;5390000000.0;5457429464.065575;6000000.0;824000000.0;10000000.0;834000000.0;;98887029.48688486;29434568668.98273;16695000000.0;35000000.0;279000000.0;-6000000.0;;5483000000.0;253000000.0;342000000.0;1740000000.0;349354190.4947539;101000000.0;32000000.0;;1740000000.0;272000000.0;1020000000.0;-36000000.0;758000000.0;7896000000.0;3200000000.0;3362000000.0;261000000.0;280000000.0;-49000000.0;3274000000.0;987000000.0;997000000.0;456000000.0;337000000.0;1282453416.1490757;391000000.0;-349000000.0;834000000.0;130000000.0;-1684000000.0;882000000.0;86000000.0;2000000.0;3911000000.0;4166000000.0;3798000000.0;26482000000.0;49077000000.0;9864000000.0;11247000000.0;8914000000.0;10529000000.0;835000000.0;1486616.5515010953;-58000000.0;-1038000000.0;1352000000.0;860347826.0869565;10000000.0;985000000.0;986000000.0;70000000.0;330000000.0;-233000000.0;;-3587692.6763910493;-766432.4137169847;;-197000000.0;-188000000.0;-9000000.0;-163000000.0;-25000000.0;-116000000.0;-10000000.0;-30000000.0;1094000000.0;248671067.1081906;255000000.0;741000000.0;-90000000.0;70000000.0;2000000.0;1000000.0;-102000000.0;399000000.0;272000000.0;1292000000.0;851000000.0;-14000000.0;874565217.3913044;11291845002.282724;20233395205.57657;34981890517.756165;27856000000.0;17918000000.0;7072317838.031543;31000000.0;895000000.0;10021000000.0;7558259848.09716;617000000.0;36912400000.0;394000000.0;21760000000.0;22595000000.0;;1112000000.0;6633000000.0;399000000.0
2015-06-30;;7749000000.0;735000000.0;6006106114.717147;24523625323.48578;6000000.0;469000000.0;10177000000.0;-469000000.0;19093000000.0;68000000.0;2000000.0;49874000000.0;16534000000.0;1059000000.0;5089000000.0;5151112691.345804;6000000.0;1237000000.0;13000000.0;1250000000.0;;131431200.94496319;31553756477.7645;22253000000.0;42000000.0;274000000.0;34000000.0;;5447000000.0;274000000.0;342000000.0;702000000.0;349354190.4947539;140000000.0;13000000.0;;702000000.0;278000000.0;1190000000.0;-1000000.0;1173411906.7907016;8819157123.441053;3900000000.0;3463000000.0;261000000.0;280000000.0;-25000000.0;3275000000.0;1012000000.0;1025000000.0;407000000.0;294250000.0;1200751552.7950459;440000000.0;-237250000.0;780500000.0;175000000.0;-1394000000.0;880000000.0;79000000.0;1000000.0;3866000000.0;4126000000.0;3752000000.0;26651000000.0;49874000000.0;10075000000.0;9669000000.0;8923000000.0;10070000000.0;834000000.0;10597377.813020125;-239250000.0;-994000000.0;1078500000.0;700521739.1304348;13000000.0;1010000000.0;1012000000.0;19000000.0;350000000.0;197212409.20507744;;-3587692.6763910493;-766432.4137169848;;212000000.0;211000000.0;1000000.0;225000000.0;-14000000.0;-116000000.0;-10000000.0;-19000000.0;1043000000.0;333080999.9996606;260000000.0;406000000.0;-80250000.0;19000000.0;2000000.0;1000000.0;-66000000.0;397000000.0;278000000.0;1277000000.0;752000000.0;-20250000.0;717347826.0869565;9727947588.1565;22207548354.27753;37410138051.020706;28942000000.0;18765000000.0;7086493958.61782;31000000.0;696250000.0;10726000000.0;7304864015.257984;674000000.0;35160100000.0;406000000.0;22389000000.0;23223000000.0;;774000000.0;6967000000.0;397000000.0
2015-09-30;;6151000000.0;711000000.0;6373246589.763312;25021331579.59376;5000000.0;490000000.0;10381000000.0;-588000000.0;19116000000.0;68000000.0;1000000.0;49415000000.0;15049000000.0;1353650000.0;4822000000.0;4879396484.3153105;6000000.0;1459000000.0;14000000.0;1473000000.0;;142108703.17900068;25794332390.546593;18580000000.0;43000000.0;269000000.0;74000000.0;;5401000000.0;270000000.0;342000000.0;585000000.0;366387116.46739954;130666666.66666667;18066666.666666668;;697062500.0;284000000.0;883000000.0;-15000000.0;857889791.0607523;8125277867.3689995;2300000000.0;3513000000.0;316000000.0;324000000.0;-1000000.0;3275000000.0;1578000000.0;1592000000.0;583000000.0;251500000.0;1473763975.1553223;767000000.0;-125500000.0;727000000.0;220000000.0;-1104000000.0;879000000.0;71000000.0;2000000.0;4124000000.0;4388000000.0;4021000000.0;25383000000.0;49415000000.0;8875000000.0;10129550000.0;8908000000.0;10601000000.0;838000000.0;11000000.0;-420500000.0;-950000000.0;805000000.0;540695652.173913;14000000.0;1577000000.0;1578000000.0;20000000.0;354000000.0;-49545176.837960474;;-3796056.4481875757;-807867.0863265384;;-106000000.0;-111000000.0;5000000.0;-119000000.0;8000000.0;-116000000.0;6000000.0;-98000000.0;1083000000.0;407534685.4245519;264000000.0;532000000.0;-70500000.0;20000000.0;1000000.0;1000000.0;-30000000.0;395000000.0;284000000.0;1249000000.0;641000000.0;-26500000.0;560130434.7826087;6980249709.78955;21976555565.23376;37782306055.48104;29638000000.0;19257000000.0;7373560400.489941;29000000.0;497500000.0;12000000000.0;11991531310.453157;581000000.0;33407800000.0;437000000.0;23194000000.0;24032000000.0;;980000000.0;7340000000.0;395000000.0
2015-12-31;;5607000000.0;707500000.0;5986680692.757032;28429933537.37;5000000.0;489000000.0;10616500000.0;-653000000.0;19129000000.0;54500000.0;500000.0;48830500000.0;13132500000.0;1648300000.0;3272500000.0;2232000000.0;6000000.0;920000000.0;13500000.0;933500000.0;;69277433.01787016;18990066993.4856;15255000000.0;37500000.0;289000000.0;114000000.0;;5745000000.0;275000000.0;342000000.0;468000000.0;349354190.4947539;121333333.33333333;23133333.333333336;;692125000.0;290000000.0;814500000.0;-29000000.0;903035251.0158236;8224559333.253522;1900000000.0;3436500000.0;211000000.0;202500000.0;3000000.0;3275000000.0;981500000.0;995000000.0;458000000.0;208750000.0;1477500000.0000024;482500000.0;-13750000.0;673500000.0;265000000.0;-814000000.0;890000000.0;78500000.0;1500000.0;3984500000.0;4248000000.0;3879500000.0;24993000000.0;48830500000.0;8147000000.0;10590100000.0;8855500000.0;11525000000.0;846500000.0;11000000.0;-601750000.0;-906000000.0;531500000.0;-2496000000.0;13500000.0;980500000.0;981000000.0;19000000.0;342000000.0;-37791969.3164075;;-3587692.6763910493;-766432.4137169847;;-60500000.0;-64000000.0;3500000.0;-61500000.0;-5000000.0;-94000000.0;-2500000.0;-60500000.0;1053000000.0;474132046.03496516;263500000.0;513000000.0;-60750000.0;20000000.0;1000000.0;1000000.0;6000000.0;393000000.0;290000000.0;1279500000.0;644500000.0;-32750000.0;-2427000000.0;6935735651.0801325;19018873073.959015;35200523282.0641;30282500000.0;19666000000.0;7071305257.989664;31000000.0;298750000.0;12217000000.0;20254236704.183693;494000000.0;35294194038.94055;411500000.0;22991000000.0;23837500000.0;;900000000.0;7738500000.0;393000000.0
2016-03-31;;5063000000.0;704000000.0;5600114795.750753;30048691510.911644;5000000.0;488000000.0;10852000000.0;-657000000.0;19142000000.0;41000000.0;0.0;48246000000.0;11216000000.0;1942950000.0;1723000000.0;2232000000.0;6000000.0;381000000.0;13000000.0;394000000.0;;39352850.037157595;16093114891.641733;11930000000.0;32000000.0;309000000.0;154000000.0;;6089000000.0;280000000.0;342000000.0;351000000.0;332321264.5221082;112000000.0;28200000.0;;687187500.0;296000000.0;746000000.0;-43000000.0;948180710.9708949;8323840799.138046;1500000000.0;3360000000.0;106000000.0;81000000.0;7000000.0;3275000000.0;385000000.0;398000000.0;333000000.0;166000000.0;596000000.0000036;198000000.0;98000000.0;620000000.0;310000000.0;-524000000.0;901000000.0;86000000.0;1000000.0;3845000000.0;4108000000.0;3738000000.0;24603000000.0;48246000000.0;7419000000.0;11050650000.0;8803000000.0;12449000000.0;855000000.0;11000000.0;-783000000.0;-862000000.0;258000000.0;-2496000000.0;13000000.0;384000000.0;384000000.0;18000000.0;330000000.0;-26038761.79485429;;-3379328.904594522;-724997.7411074308;-5000000.0;-15000000.0;-17000000.0;2000000.0;-4000000.0;-18000000.0;-72000000.0;-11000000.0;-23000000.0;1023000000.0;544363174.0597878;263000000.0;494000000.0;-51000000.0;20000000.0;1000000.0;1000000.0;42000000.0;391000000.0;296000000.0;1310000000.0;648000000.0;-39000000.0;-2427000000.0;6204693249.629622;16144001636.490734;32822539916.160378;30927000000.0;20075000000.0;6769050115.48939;33000000.0;100000000.0;12434000000.0;22985388137.85179;407000000.0;37180588077.88113;386000000.0;22788000000.0;23643000000.0;;820000000.0;8137000000.0;391000000.0
2016-06-30;;6319000000.0;765000000.0;5321872711.354408;27486620858.67852;5000000.0;486000000.0;11063000000.0;-752000000.0;19370000000.0;41000000.0;2000000.0;50361000000.0;12643000000.0;2237600000.0;2232000000.0;2232000000.0;6000000.0;401000000.0;20000000.0;421000000.0;;61064726.27331278;17631637044.763786;16198000000.0;1532000000.0;317000000.0;238750000.0;;6233000000.0;290000000.0;342000000.0;234000000.0;374903579.45372236;102666666.66666666;33266666.666666668;;682250000.0;303500000.0;987000000.0;-15000000.0;856897583.1496518;8123095857.12978;3000000000.0;3508000000.0;151000000.0;117000000.0;0.0;3275000000.0;496000000.0;516000000.0;435000000.0;177500000.0;720000000.0000023;204000000.0;-50500000.0;770500000.0;255250000.0;-548250000.0;896000000.0;83000000.0;2000000.0;3725000000.0;3993000000.0;3600000000.0;26295000000.0;50361000000.0;10400000000.0;11511200000.0;7330000000.0;12936000000.0;1224000000.0;14250000.0;-758750000.0;-607000000.0;56250000.0;-2496000000.0;20000000.0;494000000.0;495000000.0;17000000.0;364000000.0;-116083701.03862579;;-3900238.334085839;-828584.4226313157;-5000000.0;-107000000.0;-108000000.0;1000000.0;-95000000.0;-18000000.0;-50000000.0;-9000000.0;-24000000.0;994000000.0;522421877.1279648;268000000.0;487000000.0;-39750000.0;18840804.96227865;2000000.0;1000000.0;37500000.0;364500000.0;303500000.0;1343000000.0;821000000.0;-37750000.0;-2427000000.0;6742102313.907999;14496897542.389076;31656547304.471443;31310000000.0;20247000000.0;6397000000.0;28000000.0;268250000.0;12597000000.0;26104267796.458416;549000000.0;39944368207.70964;421000000.0;22842000000.0;24066000000.0;;912000000.0;8379000000.0;364500000.0
2016-09-30;;5767000000.0;795000000.0;5328485239.591492;6604035683.8898735;5000000.0;484000000.0;10915000000.0;-792000000.0;19474000000.0;38000000.0;2000000.0;50254000000.0;11964000000.0;;2337000000.0;2337000000.0;6000000.0;471000000.0;25000000.0;496000000.0;;61586593.20207608;15830623589.160086;15961000000.0;1583000000.0;285000000.0;323500000.0;;6568000000.0;293000000.0;342000000.0;;349354190.4947539;39173168.98037338;;;;311000000.0;900000000.0;-62000000.0;902539147.0602735;8223468328.133914;3000000000.0;3357000000.0;180000000.0;149000000.0;9000000.0;3267000000.0;511000000.0;536000000.0;391000000.0;189000000.0;797000000.0;277000000.0;-199000000.0;921000000.0;200500000.0;-572500000.0;892000000.0;81000000.0;2000000.0;3643000000.0;3905000000.0;3537000000.0;25943000000.0;50254000000.0;10100000000.0;;7275000000.0;13277000000.0;1406000000.0;17500000.0;-734500000.0;-352000000.0;-145500000.0;-2496000000.0;25000000.0;509000000.0;510000000.0;24000000.0;407000000.0;-100707283.95899794;;-3587692.6763910493;-766432.4137169844;3000000.0;-61000000.0;-62000000.0;1000000.0;-40000000.0;-19000000.0;-28000000.0;-9000000.0;-23000000.0;1061000000.0;482047770.4953384;262000000.0;633000000.0;-28500000.0;25435153.859774385;2000000.0;1000000.0;33000000.0;338000000.0;311000000.0;1061000000.0;721000000.0;-36500000.0;-2427000000.0;7258496334.304325;14934904796.601189;31776089767.61023;31362000000.0;20447000000.0;6397000000.0;31000000.0;436500000.0;12775000000.0;28339281403.26217;588000000.0;41026291467.97021;411000000.0;22905000000.0;24311000000.0;;869000000.0;8558000000.0;338000000.0
2016-12-31;;5798000000.0;669000000.0;5332948696.151524;10863268186.329102;5000000.0;497500000.0;11167000000.0;-872000000.0;19521500000.0;36000000.0;2000000.0;50829500000.0;12067000000.0;486932266.6203065;1925000000.0;1986500000.0;6000000.0;524500000.0;26500000.0;551000000.0;;-12054846.434564542;18353000000.0;16820000000.0;1096000000.0;271000000.0;408250000.0;;6911000000.0;304000000.0;342000000.0;0.0;370645347.960561;42451950.69411206;;;103130215.68224469;318500000.0;805500000.0;-52500000.0;945700191.193144;8318385773.539997;3050000000.0;3196500000.0;105000000.0;91500000.0;5000000.0;3268500000.0;523000000.0;549500000.0;378000000.0;200500000.0;797000000.0;255500000.0;-347500000.0;1071500000.0;145750000.0;-596750000.0;893500000.0;93000000.0;2000000.0;3875500000.0;4146000000.0;3770000000.0;26811500000.0;50829500000.0;9415000000.0;;8438000000.0;13318000000.0;1383500000.0;20750000.0;-710250000.0;-97000000.0;-347250000.0;-2496000000.0;26500000.0;521500000.0;522000000.0;238000000.0;439000000.0;-53118763.15253544;;-3848147.3911367077;-818225.7544789265;2500000.0;-17500000.0;-19000000.0;1500000.0;1500000.0;-18000000.0;-21000000.0;-9000000.0;-23000000.0;1165500000.0;470127719.1659623;270500000.0;622500000.0;-17250000.0;227033820.15464377;1500000.0;1000000.0;28500000.0;311500000.0;318500000.0;1141500000.0;650500000.0;-35250000.0;-2427000000.0;8239638626.636618;15721848769.61264;30980135947.43022;32010500000.0;20843500000.0;6397000000.0;28500000.0;604750000.0;12794500000.0;24087000000.0;579500000.0;42355071200.57999;397500000.0;22634500000.0;24018000000.0;;861000000.0;8815500000.0;311500000.0
2017-03-31;5421000000.0;5829000000.0;543000000.0;5328311040.523084;7258330926.371374;5000000.0;511000000.0;11419000000.0;-952000000.0;19569000000.0;34000000.0;2000000.0;51405000000.0;12170000000.0;486932266.6203065;1513000000.0;1636000000.0;6000000.0;578000000.0;28000000.0;606000000.0;;-28901614.781894997;18353000000.0;17679000000.0;609000000.0;257000000.0;493000000.0;;7254000000.0;315000000.0;342000000.0;0.0;391936505.42636806;45730732.407850504;;;103130215.68224336;326000000.0;711000000.0;-43000000.0;988861235.3260144;8413303218.946078;3100000000.0;3036000000.0;30000000.0;34000000.0;1000000.0;3270000000.0;535000000.0;563000000.0;365000000.0;212000000.0;797000000.0;234000000.0;-496000000.0;1222000000.0;91000000.0;-621000000.0;895000000.0;105000000.0;1831577.227468518;4108000000.0;4387000000.0;4003000000.0;27680000000.0;51405000000.0;8730000000.0;;9601000000.0;13359000000.0;1361000000.0;24000000.0;-686000000.0;158000000.0;-549000000.0;-2496000000.0;28000000.0;534000000.0;534000000.0;452000000.0;471000000.0;-5530242.346072905;;-4108602.105882366;-870019.0952408692;2000000.0;26000000.0;24000000.0;2000000.0;43000000.0;-17000000.0;-14000000.0;-9000000.0;-23000000.0;1270000000.0;458207667.83658624;279000000.0;612000000.0;-6000000.0;428632486.44951314;1000000.0;1000000.0;24000000.0;285000000.0;326000000.0;1222000000.0;580000000.0;-34000000.0;-2427000000.0;8238960986.9361515;17307493904.000725;30951059317.420906;32659000000.0;21240000000.0;6383000000.0;26000000.0;773000000.0;12814000000.0;24087000000.0;571000000.0;22894000000.0;384000000.0;22364000000.0;23725000000.0;;853000000.0;9073000000.0;285000000.0
2017-06-30;5421000000.0;5891000000.0;664000000.0;5325161203.747989;7321811491.581222;6000000.0;476000000.0;11701000000.0;-809000000.0;19624000000.0;31000000.0;15000000.0;51828000000.0;12456000000.0;486932266.6203065;2161000000.0;2161000000.0;6000000.0;693000000.0;31000000.0;724000000.0;;-22405112.626920223;18353000000.0;18353000000.0;493000000.0;236000000.0;414600000.0;;7565000000.0;320000000.0;342000000.0;0.0;502650524.24856484;49967927.23791289;;;103130215.68224509;326200000.0;844000000.0;-28000000.0;1064269036.5696502;8579135997.1268215;2600000000.0;3252000000.0;55000000.0;56000000.0;0.0;3270000000.0;550000000.0;581000000.0;462000000.0;145800000.0;848000000.0;267000000.0;-507200000.0;1243600000.0;83000000.0;-770000000.0;889000000.0;107000000.0;1782697.6797444662;3972000000.0;4245000000.0;3863000000.0;28022000000.0;51828000000.0;8874000000.0;;9472000000.0;13507000000.0;1438000000.0;28200000.0;-1030600000.0;55000000.0;-341600000.0;-2496000000.0;31000000.0;548000000.0;549000000.0;18000000.0;413000000.0;-34079560.11132983;;-5462966.6225597905;-1139344.467202969;-2000000.0;102000000.0;95000000.0;7000000.0;143000000.0;-50000000.0;-7000000.0;-30000000.0;-77000000.0;1137000000.0;496836612.9385155;273000000.0;574000000.0;-39400000.0;19782854.80477803;2000000.0;1000000.0;28200000.0;1033750000.0;326200000.0;1250000000.0;456000000.0;-36200000.0;-2427000000.0;6079773952.186505;29654556569.56936;41436479927.0676;32994000000.0;21293000000.0;6369000000.0;13000000.0;619800000.0;13001000000.0;24087000000.0;569000000.0;23034200000.0;439000000.0;22368000000.0;23806000000.0;;893000000.0;9454000000.0;930600000.0
2017-09-30;5421000000.0;6404000000.0;867000000.0;5404667969.936449;7082434946.292078;5000000.0;458000000.0;12045000000.0;-684000000.0;19652000000.0;31000000.0;1000000.0;52712000000.0;12935000000.0;486932266.6203065;1547000000.0;1547000000.0;6000000.0;948000000.0;26000000.0;974000000.0;;-20580391.93912849;19463000000.0;19463000000.0;706000000.0;242000000.0;336200000.0;;7605000000.0;337000000.0;342000000.0;0.0;502650524.24856484;54205122.067975044;;;103130215.68224484;326400000.0;934000000.0;-13000000.0;1056331373.2808462;8561679915.213058;3800000000.0;3376000000.0;110000000.0;112000000.0;-7000000.0;3270000000.0;823000000.0;849000000.0;530000000.0;79600000.0;1256000000.0;407000000.0;-518400000.0;1265200000.0;75000000.0;-919000000.0;884000000.0;112000000.0;1787842.8952943664;4172000000.0;4455000000.0;4059000000.0;28753000000.0;52712000000.0;9905000000.0;;9495000000.0;13899000000.0;1436000000.0;32400000.0;-1375200000.0;-48000000.0;-134200000.0;-2496000000.0;26000000.0;822000000.0;823000000.0;49000000.0;421000000.0;28796279.953838836;;-5462966.6225597905;-1139344.4672029684;0.0;94000000.0;95000000.0;-1000000.0;125000000.0;-30000000.0;0.0;-17000000.0;-45000000.0;1134000000.0;500662693.9991999;283000000.0;545000000.0;-72800000.0;48986399.92225912;1000000.0;0.0;32400000.0;1782500000.0;326400000.0;877000000.0;578000000.0;-38400000.0;-2427000000.0;6651258916.567845;41224066927.775536;51813038372.44624;33348000000.0;21303000000.0;6355000000.0;13000000.0;466600000.0;13464000000.0;25627000000.0;638000000.0;23174400000.0;435000000.0;22523000000.0;23959000000.0;;901000000.0;9915000000.0;1576200000.0
