;AccountsPayableAndAccruedLiabilitiesCurrent;AccruedIncomeTaxesCurrent;AccumulatedOtherComprehensiveIncomeLossNetOfTax;Assets;AssetsCurrent;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostsAndExpenses;DebtCurrent;DebtInstrumentFairValue;DeferredIncomeTaxLiabilitiesNet;DeferredTaxLiabilitiesNoncurrent;DepreciationDepletionAndAmortization;DueToRelatedPartiesNoncurrent;EnergyRelatedInventory;ExciseAndSalesTaxes;ExplorationExpense;GuaranteeObligationsCurrentCarryingValue;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromEquityMethodInvestments;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet;InterestExpense;InterestPaid;InventoryFinishedGoodsAndWorkInProcess;InventoryPartsAndComponentsNetOfReserves;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtAndCapitalLeaseObligations;LongTermDebtNoncurrent;LongTermInvestmentsAndReceivablesNet;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax;OtherComprehensiveIncomeLossTaxPortionAttributableToParent1;OtherIncome;OtherLiabilitiesNoncurrent;OtherNonoperatingIncomeExpense;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfCommonStock;PaymentsOfDividendsCommonStock;PaymentsOfDividendsMinorityInterest;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;ProceedsFromIssuanceOfLongTermDebt;ProceedsFromPaymentsToMinorityShareholders;ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RestrictedCashAndCashEquivalentsAtCarryingValue;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SellingGeneralAndAdministrativeExpense;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueTreasuryStockReissued;TaxesOther;TreasuryStockValue;StockPrice
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;0.37262997077008414;0.13195938176872632;-0.05366650466821569;0.017847812314301825;0.08180065570362346;-0.21036906043047104;-0.17846045041965447;0.024109723288196976;0.9750298150349099;0.39908074974662217;1.0;0.24504290427356004;-0.03790031939713975;0.010577394439117737;-0.12691481275256772;0.02428938769584643;-0.14411507669960333;0.017694372529358106;0.1940581373642293;0.02881491203225334;0.06510492312712321;0.06261080445607545;-0.2914100229126089;0.17911852974160888;0.2366292156654065;0.06850429290989439;-0.1287314448953904;-0.10635406799567051;0.029824078480198822;0.05799191487492254;-0.10299478558306138;-0.006373394476127207;0.07912372710220145;0.2534801329524164;-0.05496289403160506;0.07354212714382655;0.15451805920802728;0.17870497315955827;0.1405887086581257;-0.08685990359029672;0.15977251540658655;-0.11836170530520283;0.0043321684319511475;-0.10827249290059508;-0.06874674882329837;0.3303387435973652;-0.01443621096376375;-0.19133823483179804;-0.13210028579256658;-0.05981002232160447;-0.06760728018901233;0.11891341477339071;-0.12546690762333224;0.17633202911034548;0.2618363381235526;0.08320625492059261;-0.03380207968291706;0.05030116757796587;-0.0763389290026179;0.08030694739129955;-0.21462841485413975;-0.0383957270580471;-0.09108425478254423;-0.05354342401116605;-0.041369504543967955;-0.0955015248296117;0.029856937100061518;0.4007285264372567;0.0004898843863113253;-0.19350652351231729;0.3687200445283631;0.3360378251279063;0.16805195479616264;0.0560824232034233;0.06344108957791948;0.02136969049189094;0.057366724957818076;0.08934866453475394;-0.04776582980826449;0.4189221432272485
CostsAndExpenses;0.3868987556159961;-0.12017722597756411;-0.5440845243687441;0.14800262595076202;0.23936469256050552;-0.07317953449702694;-0.10135397329611245;0.10167299094939995;0.26674202063984515;0.008549778939122498;0.24504290427356004;1.0;0.02649059393461675;0.4835073031448166;-0.080763426701292;0.07693234332740338;0.2173765931169076;-0.23165327788041626;0.0798062010975508;0.44178281119644536;0.2897008898242327;0.21225283905331854;-0.2837732338159054;0.5538828003745636;-0.06394113642167047;0.24621348188389003;0.07245086677545287;0.10521439673634984;-0.06253789151275639;0.20131511055304102;0.2026103807022037;0.15023545153139473;0.14828266749230878;0.5126370290104372;-0.20885953640253133;0.05193317922204737;0.0657242394966973;0.12368451932778121;-0.047233825464682085;-0.042800037091581686;0.27958278970155154;-0.054647201413460605;-0.06697525013779818;-0.3529112987393904;0.1845083598471422;0.11599948329254867;0.04908878977652427;0.10073904986704973;0.12266769292715518;-0.16704705015187915;0.029603084976799768;0.03415480335665314;0.15263237809775893;0.03413806020840647;0.2668799450618399;0.41086216158241906;0.06529727535643715;0.10191148889717856;-0.10893435599630993;0.08149917477860122;0.04483500582944511;-0.4174012109625303;0.024208086753925943;-0.067220138303578;0.12864954837236844;-0.03342575651474198;0.07569971353623793;0.5324225709016541;-0.0335583022743943;-0.08932185599486035;0.5312470876341304;0.9718408253468546;0.5634855599359202;0.11863539183509304;0.12335952386002952;0.17991514857126667;0.1828719876110328;0.7524842161840218;-0.10070880797373669;0.1472599709049219
DebtCurrent;-0.20766506438667082;-0.15054527339480792;0.03254619694792044;-0.05681883801599868;-0.3467529759343028;-0.03951702042442161;0.16720468379695333;-0.0622149637085522;-0.04218435612731827;-0.09242201833317067;-0.03790031939713975;0.02649059393461675;1.0;0.01738792955270691;-0.43349882391681077;0.03907275642824331;-0.1543216128823042;0.16014997577033516;0.047281820034657876;-0.07103631988808395;0.06773793329715684;-0.1556392108521225;0.047174504757139565;-0.09487441538615554;-0.02293795548554924;-0.14503829499935403;-0.0468687473576977;0.07388791361906931;0.04150035453521766;-0.15081356448223526;-0.3254891580985821;0.04242020205969419;0.19750552987118905;0.2959456127415543;0.18109053790274413;0.3456476635390598;0.3726144322968842;0.14502340331788963;-0.07712968862480045;-0.04601903506836034;-0.17184274575686795;0.07152100581653066;-0.03225438738194652;0.08855068683678731;-0.08286834215946386;0.36870424065683244;0.057558198890818806;0.0830629656820337;-0.1173680595756561;0.12806389571977006;0.1999725236091395;0.317561121803116;0.19937827573478484;-0.030821789196146924;-0.18434403861855939;-0.18864709248583572;-0.028687927277245503;-0.07839135207330003;0.18546578929607918;-0.047723069443778014;-0.04577402640945121;0.34315107915413345;0.3937031091360761;0.3916149306216093;0.04516345843157773;0.09608562456775525;0.24365446127225387;0.09103525477809005;-0.01593061909473025;-0.040753039629770886;0.06349188503108931;0.041651040350338016;0.19148055833123045;0.04187582319577859;0.050627585331644326;-0.09265480782751989;-0.07647137503883403;0.016421170191530485;0.12221419679403271;-0.1737710180116975
DebtInstrumentFairValue;-0.2333825887492855;-0.7036909233736398;-0.9890480434785215;0.04195418562386206;0.016762728772796855;0.1586034575701443;0.11678581424245495;0.030725083851248468;0.0072528139826837385;-0.005382517320610909;0.010577394439117737;0.4835073031448166;0.01738792955270691;1.0;-0.1207856084326414;0.014456346675061134;0.10337072495005205;0.0056779319862454445;0.07910629797316023;0.6030745330814626;0.05613038438354647;-0.007065371815914067;0.0012079260867521458;0.11524638903758744;0.02668774773460515;-0.002067257399446024;-0.02073328568624997;0.1709048881638592;0.06592594401496513;0.016167802463583417;0.5625122999138294;0.03182457520766131;0.03454398603971224;0.001115568969630163;0.033013885079593304;0.09734316659841101;0.019341329927711013;0.022419034388558624;-0.008496462650089225;0.005834157671524586;0.011060119990819444;0.10751839293573066;-0.009149600104661842;0.029656079428834633;-0.004568082429521358;0.03443863030293125;-0.0006804489203742174;0.002217104283439927;0.0006226983185586744;0.0025409145830912892;-0.0019384663499836168;-0.023457459203130724;-0.0020131499182342786;0.06450649316755157;0.022355613864153304;0.7573232981462077;0.003122879081364086;0.017143462316134412;0.13257555953103942;0.01926014151401847;0.005689126149109108;-0.7612521010976778;0.02406785258201067;0.006951150138474231;0.0018171850324370028;0.10768777562695375;0.02652974175424571;0.005852928242722396;0.0006684516933326281;0.0790032039161675;-0.10442335690513828;0.4548043472033541;0.23950283705162903;0.03895189671911674;0.03928994016585376;0.021625452265090585;0.035752416879164695;0.37250655638181535;0.018922738225723736;0.12425683527168842
DeferredIncomeTaxLiabilitiesNet;-0.07867115272244692;0.09741053771745722;0.12256561937955568;0.2576453326317441;0.31994473717322836;-0.03647837925100739;-0.10892751645025435;0.38852792037395384;-0.14732565416907534;0.03741965680995626;-0.12691481275256772;-0.080763426701292;-0.43349882391681077;-0.1207856084326414;1.0;-0.06381097679782288;0.026985131224557937;0.01742262572819581;-0.5132114867530178;-0.1426789787516088;0.05235830405452656;-0.0557110278217603;0.1840243844351221;-0.11911963873992047;0.010636338022766121;0.06664487568168466;0.016764776292586;0.32339446255228194;-0.09482040836523524;-0.0034378873450010747;0.6054950876861408;0.04729702709562731;-0.2287777714982099;-0.34865401923814926;-0.5248009040155768;-0.5579062901080943;-0.766901307500931;-0.5796802350723008;-0.08087149864212928;0.1077281187453353;-0.052174615983628325;0.23570521060496777;0.07443226805529575;-0.039989200841510794;0.3240312936048915;-0.6097891472915452;-0.06919458473157977;-0.0175428758978808;-0.023408451397422144;-0.08469085889422293;-0.03573056626243686;-0.5414028590863388;0.03208211328660603;0.23044729629123017;0.10756289624290774;0.3886589425007594;0.34815120541633704;-0.0037708994606911947;-0.15566870874960012;0.0007097858967037222;0.08437179756396021;-0.27781342232117506;-0.016057007547822837;-0.02610300056652931;-0.004312017460876871;0.20308170262047862;-0.20007977771226118;-0.39684665259437213;-0.07423239582478791;0.44839298831474106;-0.11513121513140401;-0.11412098645181387;-0.2394651816678632;0.0782619827003904;0.04982318229354994;0.4306864862797783;0.40101794472119107;-0.0552788742687121;-0.25836397593256355;-0.2042177002593899
DeferredTaxLiabilitiesNoncurrent;0.03928263528926749;0.04035053110356565;-0.030697767349280213;0.5929865818094038;0.028944290584493094;-0.07340190178695068;0.21858638860341523;0.3601210910036521;0.030913840254686634;-0.03742911241693395;0.02428938769584643;0.07693234332740338;0.03907275642824331;0.014456346675061134;-0.06381097679782288;1.0;0.05644806611965318;0.0018331960498754588;-0.19239635767957958;0.11867690283608541;-0.12610367495312316;0.08896704138206755;0.0032366852469050433;-0.005025167037902349;0.03119079438533196;0.08512074916688013;0.08149740839141575;-0.1368708587812827;-0.18999818353614162;0.088147632257333;0.088215609540617;0.5516444417880253;0.4993897807386335;0.01662903265461008;0.5371766211808325;-0.03970805378764794;-0.021941330954753306;0.08655353980187115;0.025964976846182104;0.14376756415836361;0.15944980032571504;0.03901754090642542;-0.07515104290271021;-0.12375149268673517;0.25051140799899524;0.10671871984083552;-0.03966559412039298;0.2139965773472947;-0.01601440353707346;0.07107530269384536;-0.0640394991640989;-0.07975148773852458;0.12450373388884076;-0.01735655668701068;0.06049697348935039;0.032744164738411276;-0.13191092974149154;0.0007483878432660747;0.15609194305911964;0.061441907003048975;0.10647893322891187;-0.06806698792335239;-0.00532805872137096;0.09738471892136415;0.008073647769201463;0.0358193350351056;0.5029329363332774;0.0518347431307911;-0.05217931798751233;0.14896433378746837;0.028239807476099655;0.08240000084875085;0.10908364066311728;0.5120182422864733;0.5065797731567332;-0.005271102115818983;-0.001606838625706712;0.03330583097198698;-0.37761214004981436;-0.066206956835275
DepreciationDepletionAndAmortization;0.09387300666257443;0.03251097839325415;-0.10768910925373522;0.16386549606220363;0.047070664416583835;0.1203753338105607;0.09271561048969287;0.19157083007759135;-0.17194211077255;-0.16921053726819213;-0.14411507669960333;0.2173765931169076;-0.1543216128823042;0.10337072495005205;0.026985131224557937;0.05644806611965318;1.0;0.1628240569669632;0.0032132391726311126;0.08767732011012085;-0.06887415947765467;0.13113463635133715;-0.1904441797573015;0.013970070596910775;-0.028968492248664327;-0.08507530781822996;0.0723981408954917;0.0675244920044189;-0.09021614640434943;0.0908082768540967;0.021721687222878927;0.15186964459592048;0.15009338964464744;0.050905352195789184;0.013112011576921441;0.025101911249637704;0.04710713619506621;-0.015285087773370202;0.04884293278002205;0.1068226208512167;0.019246321098297457;-0.2684095114386199;0.03417806323813472;-0.03896545624037776;-0.2663877860102034;0.0286565419261783;-0.0413244821209494;0.15689214900430967;0.025309377268432038;0.035782346860341464;-0.023365434626088186;0.0706596886105724;0.02346675090094669;-0.13791315390828385;0.2204138961916054;-0.019479012951547494;0.07520809197662442;-0.03414607344603364;0.06267004226157936;-0.1770116838529597;0.13092175296888284;-0.01634166490217589;0.12177790373085856;0.11563003546532366;-0.22979904652677108;-0.2622443049176086;0.1470298073049579;0.08466441490749897;-0.015433218325481625;-0.05849152957693698;-0.02256589722516449;0.08649850729896985;-0.04307332107971797;0.14337199585242322;0.14216409223047635;0.25434007233435796;0.25391627763654245;0.10810202199873131;-0.17705981582897742;-0.045395613803031115
DueToRelatedPartiesNoncurrent;-0.27607917729878956;-0.10615224472768323;0.0281792085535471;0.014195932218586407;-0.24574147910258298;-0.017036119856232785;0.06785317515815215;0.011770991843645663;-0.0024522466655496093;0.09851525757589184;0.017694372529358106;-0.23165327788041626;0.16014997577033516;0.0056779319862454445;0.01742262572819581;0.0018331960498754588;0.1628240569669632;1.0;-0.1823554560804638;-0.12983657987655747;-0.07385262648720207;-0.23213805234257368;0.05505639059642594;-0.30625471904068974;0.022344712796460362;-0.3921228110168751;-0.09348403084744926;0.14586760931851125;0.02375961381711008;-0.06271386030825567;0.07434368058494673;-0.009076406794450662;0.011955251089136787;-0.20613030660846135;0.1268915977281242;0.03224957068779467;0.014352032870924462;0.003038647711186705;0.1230000890106852;-0.05063196846315747;-0.28958324227289756;0.04185819672127694;0.004052261626658613;0.3066749901401773;-0.19018104266032712;-0.025017806707256555;-0.17117481789652922;-0.0377713120283959;-0.15869018906593024;-0.04833298614107483;-0.1734094486168481;-0.011146493069135498;-0.09552849586604314;0.02857076244964899;0.0481360183746616;-0.09834065152608235;0.13670529618039762;-0.21174147374276944;0.3327063468714542;-0.6442050738543583;0.017425322431571376;0.0786919274329499;0.3160859497472984;0.08778448625969654;-0.05968210330191378;0.05087310044625725;0.06800760295741771;-0.2905044526618179;0.005845932741057926;0.22986795863230322;-0.22219501533123978;-0.26066686424948754;-0.17611730787432217;0.02615147984259034;0.01144726907324118;0.0009217690169705048;-0.08253564053198603;-0.17378210713592646;0.12261315407033854;-0.16871550707610594
EnergyRelatedInventory;0.3599442677469839;0.16975003385556078;-0.12289930648618128;0.08368815710720075;0.18173668893781933;0.14089871158192585;-0.06966690922819951;-0.04390331340017333;0.21466636667034258;0.10406812724228404;0.1940581373642293;0.0798062010975508;0.047281820034657876;0.07910629797316023;-0.5132114867530178;-0.19239635767957958;0.0032132391726311126;-0.1823554560804638;1.0;0.3312195488119211;0.045703715636616536;0.2633308657229747;0.13298233449309393;-0.07671775589158619;0.20232311815765863;0.13727675642971024;-0.03192014240878805;-0.19173212612530513;-0.17129051059528613;0.2011424456411243;-0.45217867776860476;0.13591187174395947;0.404551616350781;0.41151836018852433;0.19127944981482728;0.35417190804993026;0.5880914422935406;0.5969414495047953;-0.007699563893308506;0.010887590256096556;0.26399298890673545;0.05823706153790979;0.11831594647673233;-0.1987118277060132;-0.12806735452582058;0.46249497829821895;0.14979756410145667;0.0050612042927804255;0.012452598533444574;-0.1390452168423959;0.07611459810614098;0.36099363628653985;-0.30868217658384095;-0.12694893681745958;0.1966968509184237;-0.2994614593494708;0.04388607123253874;0.10627644935481292;-0.08334241521258398;0.1857986986366698;0.11747238322687759;0.17197002005680254;-0.019700643684232497;-0.09253201604670293;0.11483657400950224;0.0726014187692229;0.2652793001478015;0.5774661854514268;0.1646364482928338;-0.2452689314841879;-0.06776891404468523;0.11277291126410936;0.2805213531039918;0.20101402524349585;0.22719361210770533;0.009124158703259791;0.08300285133723201;-0.06402729603936681;0.0012331955131253316;0.3981394473487117
ExciseAndSalesTaxes;0.06977275024998697;-0.3025638672217518;-0.6655583035535511;0.10384576849256995;0.34918870942306635;0.2177406789124873;0.10900222298365742;-0.0983667546992297;-0.006913425954934656;-0.13735660663414756;0.02881491203225334;0.44178281119644536;-0.07103631988808395;0.6030745330814626;-0.1426789787516088;0.11867690283608541;0.08767732011012085;-0.12983657987655747;0.3312195488119211;1.0;0.11945439318098625;0.18914539486068455;0.2437477650046969;-0.08437868204350507;-0.16238633226079854;0.3606654075502544;-0.027506732871982305;0.1253129812555214;-0.050757038553118264;0.2536784316869512;0.3143449156023373;0.0962745987822044;0.10755029226426298;0.21242068256889793;-0.09687651990229251;0.06428338052003689;0.08493981348994094;0.25780828104154646;-0.04342858177706933;-0.01975950254118776;0.27209547977166004;0.21752498253335348;-0.12694334411665506;-0.43341208289581157;0.22032170913517118;0.006395582405550557;0.07726604870719347;0.12365575589947583;-0.05163333367296921;-0.15444571710369412;0.01605620241413226;0.004560297659681155;-0.13093996443251246;-0.05050677439421127;0.11816993081401823;0.477861574189478;-0.0937451514327775;-0.017107453685363237;-0.12483781394491174;0.2596295535699002;0.14881823882027917;-0.5675325833036553;0.020299145130986223;-0.03891601849301419;0.32283505824118364;0.21042396963798884;-0.004292196490737649;0.1598828100709147;-0.01915467198580331;0.08302811432092583;-0.3377410494271193;0.391960958993304;0.42148248754387496;0.09028111816828753;0.10048032942212394;-0.10651486042543905;-0.09106315266532185;0.3160425951130233;0.06972636048177316;0.18164095863813734
ExplorationExpense;0.1902095991725293;0.022515209117231663;-0.07823661713526378;0.01607052739079547;0.24010774172918875;-0.04596236261076623;-0.03499604027361717;-0.06921268067747072;0.054709742150997845;0.05603041887454482;0.06510492312712321;0.2897008898242327;0.06773793329715684;0.05613038438354647;0.05235830405452656;-0.12610367495312316;-0.06887415947765467;-0.07385262648720207;0.045703715636616536;0.11945439318098625;1.0;-0.12845715364849958;0.0350737573991263;-0.045573957150868157;-0.0567622829447378;0.03556769262922399;0.11426343173164626;0.12722217255242563;0.08880780080255068;0.1580472868372427;0.09088045420089498;0.11687569460672921;-0.021106088201926818;0.30433753049115697;-0.22846715996506206;-0.015391502907957204;-0.09965268950879849;0.013704769323884572;-0.06185118092309108;0.04278509611713743;-0.10026043982002536;0.11255349684989904;0.049696068939769564;-0.021430791615948266;0.18107052065561938;0.011491603471733959;0.2245120376847811;-0.10762489604374108;0.16930790479931856;-0.0648844837886986;0.20137127681334424;-0.1364066455260787;-0.15834338065393314;-0.03916106175380213;0.14197596016842587;0.12092521545082469;-0.06334438636963116;0.016877126257854296;-0.10741602612292542;0.06599513575784402;0.1118572672169837;-0.04472551805549868;0.010145258988031008;-0.29623034292647193;-0.02978588952146611;0.10532892440459869;-0.10338497820358286;0.23481631196902628;-0.07332168647896042;0.07911800392096723;0.08726257464443019;0.26126641187470123;0.14515968598083182;-0.07089543860863844;-0.06846225236237452;0.02988647113690576;-0.0020195820272532507;0.1668175726031629;0.11755284718031905;-0.016591232904937605
GuaranteeObligationsCurrentCarryingValue;0.42904492341611994;0.08540342783936929;-0.06538921661142597;0.15585837188434337;0.17677926207658048;-0.07288864823167225;-0.23050141336688965;-0.03656506871966121;0.05861896643995337;-0.184043331338391;0.06261080445607545;0.21225283905331854;-0.1556392108521225;-0.007065371815914067;-0.0557110278217603;0.08896704138206755;0.13113463635133715;-0.23213805234257368;0.2633308657229747;0.18914539486068455;-0.12845715364849958;1.0;-0.0904393643073407;0.13839245886761453;0.11908931027557171;0.16673623562915738;0.05119079696529541;-0.20149340438247432;-0.3431870524486031;0.14650511896110352;0.021420190447169814;0.24805231259407418;0.13125773929673823;0.30638658829362814;-0.1511276887613904;-0.20503047659786267;0.015019882976493551;0.395648208242209;0.009130697744317476;-0.023785885433664087;0.240404426227146;-0.11689735375173041;-0.028701384537211643;-0.5597964331336468;0.06383669289584315;-0.09635473207202733;0.14304465836691832;0.04812365482915823;-0.07359183683840644;-0.042059174796129056;0.0966821983664058;-0.21121305162273363;-0.019444663041218616;-0.1625876225437338;0.12281629693070188;0.020864265077526357;0.04188315926376604;0.011863064829521352;0.02674008925000637;0.14234529135369606;0.012061614733257928;-0.03253283916518808;-0.05274795506532602;0.07149041468385439;-0.0019036214477164996;-0.12067139549873866;0.04845182654603504;0.24357881954681207;0.3423204109409071;-0.02403897698206398;0.04831122037250139;0.1631809923410039;0.07817548399908539;0.03701783971178889;0.05371726435049286;-0.008152042322811751;0.024033038698434945;0.1771997135849709;0.039123262908523374;0.21641439951063957
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;-0.2844091887828262;0.16564326300796728;0.014696235661880079;0.25868766416349637;0.17906134530710138;0.2786556631150602;0.15940945379899016;0.031052797410295756;-0.38459811624332435;0.04451026089976682;-0.2914100229126089;-0.2837732338159054;0.047174504757139565;0.0012079260867521458;0.1840243844351221;0.0032366852469050433;-0.1904441797573015;0.05505639059642594;0.13298233449309393;0.2437477650046969;0.0350737573991263;-0.0904393643073407;1.0;-0.4230658849467793;-0.1008094937849277;0.21001834822287102;-0.04429606311888425;0.02939272996030014;-0.016874902912348697;0.01243508342677477;0.046153587935407435;0.15257620407374525;0.21523378496857312;-0.12294166654072708;0.06739279720413191;0.0659860665587954;0.014197099812940388;0.057639899889220185;-0.49732364552465724;0.24224343435147616;0.04335504943786433;0.8951694226296455;0.02183697686410539;-0.039031986646425536;0.3417622496776705;-0.105174226466452;-0.0019168477666751515;-0.09414669825956673;0.03531473246900828;-0.07876177467941135;-0.002807992139730927;-0.08440872848472158;0.07597346092187077;0.1545556842534653;-0.1019559726542517;0.06715069761539755;0.04362116807477634;0.06835993238485313;0.020210209987744043;0.0373102199921909;0.33142007514096017;-0.004765613108660846;-0.005823310347147007;-0.01680724532827823;0.13617425307926465;0.875997702555362;0.1545641785004341;-0.23032591782897935;-0.02938156473964638;0.46291930837407713;-0.45153307394534603;-0.28180794765311457;-0.017173809879680542;0.2745413619595132;0.27307395151207897;-0.019610187360792838;-0.020307888963057418;-0.02793042346235502;0.012236656322389225;-0.3790611455399969
IncomeLossFromEquityMethodInvestments;0.2890453203819268;0.04798767748358402;-0.14055034329460622;-0.10220966497856296;-0.05425763629791648;-0.17105048758358143;-0.1327209349575504;-0.03699712985100083;0.2349017444045754;0.04969837408907388;0.17911852974160888;0.5538828003745636;-0.09487441538615554;0.11524638903758744;-0.11911963873992047;-0.005025167037902349;0.013970070596910775;-0.30625471904068974;-0.07671775589158619;-0.08437868204350507;-0.045573957150868157;0.13839245886761453;-0.4230658849467793;1.0;0.06358130204257739;-0.0002338316354260595;0.17671334401779235;-0.10512917998327241;-0.00816347569020506;0.04761928237962718;0.019623491521029178;-0.055918411369700924;-0.0691263034179717;0.2047761887391292;-0.10811874989650262;-0.018785790239092034;0.11757221642263706;0.0960509845474637;-0.06207855124377567;-0.26337082399736655;0.29301996471040465;-0.2892307878773935;-0.010558479822065507;-0.08297188654732011;0.041152474411894534;0.11811162072774609;0.024000846882996037;-0.06784510234684199;0.22927189958354313;-0.042926460205223935;-0.003929328388929183;0.09902433293225511;0.48369564596132647;-0.03535921634317683;0.13644853868115822;0.06401307711876461;-0.05496500737239088;-0.026521131813623585;-0.1747459868408859;0.11622648278293546;-0.38813899382065775;-0.11618812152257602;-0.09407463701333536;-0.0402821254441214;0.19583850198806907;-0.28262621760289847;-0.07986164700167181;0.313257536251174;-0.011378643471786411;-0.2348340933929541;0.7121209821988045;0.6120437333978495;0.0671252409514001;-0.10786025484164798;-0.10195962444103761;-0.013817121336243039;0.02393910609901658;0.5528552773655413;0.010290043973749004;0.09730381323028772
IncomeTaxExpenseBenefit;0.1056106447239931;0.06588811874257394;-0.034830175857393585;0.05781947320806511;0.058692222387477316;0.0515433846572659;-0.02996035612691305;0.04467555406390262;0.2659940758036101;0.03112149774645631;0.2366292156654065;-0.06394113642167047;-0.02293795548554924;0.02668774773460515;0.010636338022766121;0.03119079438533196;-0.028968492248664327;0.022344712796460362;0.20232311815765863;-0.16238633226079854;-0.0567622829447378;0.11908931027557171;-0.1008094937849277;0.06358130204257739;1.0;-0.2600730879072354;0.008602897124608665;0.04485013015311767;-0.2898902500431056;0.10373590923931372;0.02786213085578981;-0.007628591263907238;0.038194124119850126;0.05851820919460184;-0.06549232624084357;-0.009055707076368772;0.11234103766869619;0.019514848614738168;0.08974161367349016;0.18587550860901375;0.3933351885380473;0.013016090360154624;-0.01004046695253382;-0.0302370712000125;-0.15739980136344772;0.051096487528028325;-0.0012874404224415905;-0.17169449848804505;0.026148622690044563;0.03475343392779775;0.03866147926533937;-0.04256944500795817;-0.11453715420472033;0.055189377463904184;0.038325078451011456;0.0036109538273605404;0.024999194873359543;0.07245823556014096;0.011061898709529337;0.02771599462471941;0.19351837816289197;-0.025810579890482112;0.017055834251079535;-0.018830981853951823;-0.364043984424149;0.013239576301412221;0.004969679482852125;0.02464062921714731;-0.009866726312811607;0.10417454024477768;0.11812645540042642;0.0018616461286292021;-0.05866572122746023;0.08007777164669398;0.07979010504308034;-0.09037179282391142;0.014624060510862345;-0.06902575756219345;-0.006325115844516712;-0.013241505513956914
IncomeTaxesPaidNet;0.2777928714476075;0.2894740505049277;-0.031813005729227774;0.13798151474385767;0.3896021379148755;0.2003821622971257;0.05127306957595124;0.020318926732702892;0.10086863195994826;0.030990198269467955;0.06850429290989439;0.24621348188389003;-0.14503829499935403;-0.002067257399446024;0.06664487568168466;0.08512074916688013;-0.08507530781822996;-0.3921228110168751;0.13727675642971024;0.3606654075502544;0.03556769262922399;0.16673623562915738;0.21001834822287102;-0.0002338316354260595;-0.2600730879072354;1.0;-0.2889211618419846;-0.09289295603709079;-0.126717096010566;0.07833865240674892;-0.0745916865987927;-0.0129592736947496;0.11971709436178099;0.2767419727615954;-0.19231451139707276;0.021320148254587754;0.13430287712507796;0.04096470903011512;0.02178889390161612;0.25402461781247804;0.16655163331086276;0.3406341043118884;-0.056341652869916506;-0.36156763543235926;0.056346400179936314;-0.04706130461218828;0.05353517063382172;-0.11545119750174698;-0.037143824481887563;-0.10829219809344431;-0.011462796816546215;-0.010395378876616701;-0.08364719507140507;0.189300444012401;-0.01496044015906417;0.09528946890068667;-0.08311723894082096;0.213794533379777;-0.16330590279460475;0.5338880386009519;0.23713729404037462;-0.1566278558064935;-0.12102466741225205;-0.13110398016322455;0.41269449873201985;0.35152234617439926;0.012512823169089653;0.3038111023938965;-0.0711049528360718;0.19752095900567507;0.0912947997908911;0.2762336690070999;0.14653473473358322;0.20987134486407782;0.20916010540102287;0.05134658085568151;-0.03289314372151791;0.1818184066434411;-0.06701727380117849;0.10582379797447154
