;AccountsPayableAndAccruedLiabilitiesCurrent;AccruedIncomeTaxesCurrent;AccumulatedOtherComprehensiveIncomeLossNetOfTax;Assets;AssetsCurrent;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostsAndExpenses;DebtCurrent;DebtInstrumentFairValue;DeferredIncomeTaxLiabilitiesNet;DeferredTaxLiabilitiesNoncurrent;DepreciationDepletionAndAmortization;DueToRelatedPartiesNoncurrent;EnergyRelatedInventory;ExciseAndSalesTaxes;ExplorationExpense;GuaranteeObligationsCurrentCarryingValue;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromEquityMethodInvestments;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet;InterestExpense;InterestPaid;InventoryFinishedGoodsAndWorkInProcess;InventoryPartsAndComponentsNetOfReserves;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtAndCapitalLeaseObligations;LongTermDebtNoncurrent;LongTermInvestmentsAndReceivablesNet;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax;OtherComprehensiveIncomeLossTaxPortionAttributableToParent1;OtherIncome;OtherLiabilitiesNoncurrent;OtherNonoperatingIncomeExpense;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfCommonStock;PaymentsOfDividendsCommonStock;PaymentsOfDividendsMinorityInterest;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;ProceedsFromIssuanceOfLongTermDebt;ProceedsFromPaymentsToMinorityShareholders;ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RestrictedCashAndCashEquivalentsAtCarryingValue;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SellingGeneralAndAdministrativeExpense;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueTreasuryStockReissued;TaxesOther;TreasuryStockValue;StockPrice
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet;0.2189955245169023;0.03562724211191313;0.019708982779714543;0.06460095507307546;0.11735296529367015;-0.10005382592603562;-0.02662558822355357;0.020502081287733336;-0.14378235962111022;-0.14676843721297214;-0.1287314448953904;0.07245086677545287;-0.0468687473576977;-0.02073328568624997;0.016764776292586;0.08149740839141575;0.0723981408954917;-0.09348403084744926;-0.03192014240878805;-0.027506732871982305;0.11426343173164626;0.05119079696529541;-0.04429606311888425;0.17671334401779235;0.008602897124608665;-0.2889211618419846;1.0;-0.07064572825195527;-0.24494560359843218;0.13872408035978348;0.009568165698251935;0.09552161318346032;0.04576035598945446;0.07475568614255299;0.011660968210245851;-0.007714702211268693;-0.08899467946203109;-0.015243127463213582;-0.07602152911597822;0.09294476157998309;0.06688394165835625;-0.10356993052201173;0.3202829559562761;0.006931405672252021;0.4629227626157176;-0.08698972657709533;0.009975569660875252;-0.027943962152605837;0.07314819706829483;0.0444037147544767;0.011850894979698968;-0.04014931155580951;0.13398610144022255;-0.02734462185385154;-0.017555396086866674;0.008997376448965293;0.021517765039170817;0.015627303074246042;0.010873979522210262;0.0019027401870541016;0.13898017858758396;0.02621007046713597;0.021886055901593485;-0.003617103445941488;-0.1602471369818333;-0.13189997714232157;0.02889298661845796;0.12418211926356773;-0.0003941378834035482;0.06373126955731113;0.10305228540208321;0.08075875065144439;-0.09516027953506756;0.026947138562429928;0.026795406267652366;0.00843593278181659;0.03582194260204814;0.131494921418676;0.015033196354368594;0.05437846031360668
InterestExpense;-0.17231921095627156;-0.19060576392081097;-0.16719459993387698;-0.06102742120906787;0.1206923243414993;-0.08270282185818363;-0.3753749005014659;0.004680824888060166;-0.11415771459452953;-0.01558558400913106;-0.10635406799567051;0.10521439673634984;0.07388791361906931;0.1709048881638592;0.32339446255228194;-0.1368708587812827;0.0675244920044189;0.14586760931851125;-0.19173212612530513;0.1253129812555214;0.12722217255242563;-0.20149340438247432;0.02939272996030014;-0.10512917998327241;0.04485013015311767;-0.09289295603709079;-0.07064572825195527;1.0;-0.022278153295345864;0.06250628198116093;0.4061348234721632;-0.07042939283529784;-0.2747912512436301;-0.1400794771009437;-0.3003826199004192;-0.23266469259637113;-0.4018280036616311;-0.2383113943981022;-0.021387629379472525;-0.12524861321671116;0.10217468743434151;0.02329942485101354;0.1634462879170722;-0.03666735227836938;-0.0030311939704184268;-0.2596816070462867;0.044125493968254804;-0.03884448724571081;0.09766701460615831;0.09240994219867513;0.08843625372352107;-0.2271045408671012;-0.07553620931749074;-0.06576576456329732;-0.033047218930604395;0.33295724525267606;0.01874573031672658;-0.03448965572934224;-0.14318801108327125;-0.21288411114617597;-0.019648077306596585;-0.30030319341145423;0.5430605350112263;0.11142948756317059;0.18553123323489445;-0.0023581862666319127;-0.27289549853334555;-0.24679401684866614;0.0606604099737807;0.10489361705893877;-0.17868065429030153;0.025533491728892452;0.019383303359821417;-0.17809520314816646;-0.18647725211255672;0.010063263146865396;0.015143405812660696;0.08664784232851902;0.03179082806568447;-0.10265384432192982
InterestPaid;-0.29077415848260846;-0.27563787206272816;-0.030531769040730718;-0.25698127552092537;-0.3000190849934951;-0.10458627707502556;-0.015523480362738654;-0.08621036925560406;0.010531938529682898;0.19573251761129704;0.029824078480198822;-0.06253789151275639;0.04150035453521766;0.06592594401496513;-0.09482040836523524;-0.18999818353614162;-0.09021614640434943;0.02375961381711008;-0.17129051059528613;-0.050757038553118264;0.08880780080255068;-0.3431870524486031;-0.016874902912348697;-0.00816347569020506;-0.2898902500431056;-0.126717096010566;-0.24494560359843218;-0.022278153295345864;1.0;-0.3428741541217515;-0.04180735918473895;-0.22438287281991529;-0.18315386981792298;-0.2098339765065511;0.01033979786467555;0.10783296419809296;-0.0357629002746931;-0.020103666707642014;-0.05970235279541102;-0.17067477355347122;-0.023048363260095586;-0.055518576532212725;-0.18769975812687514;0.28028987659295324;-0.21579685603234502;0.08808208070925147;-0.15593096221809968;-0.23259739140748387;-0.009722714583409032;0.02278125624289785;-0.14818185307076584;0.13479102790999795;0.07440236655689987;-0.04470230008209196;-0.027081996197470586;0.0036223528877158393;-0.04817944572096692;-0.1030237128285412;-0.01746304978234117;-0.15968234687709182;-0.3834978104855129;0.0248097684581537;-0.1821707541028566;-0.06356570631078923;-0.061477361590031546;-0.051562165037809755;-0.10095783967905922;-0.13885417747436418;0.011699720618954919;-0.24931038040512865;-0.04819437476381646;-0.057964038229014095;-0.0828519839240062;-0.20458703848537552;-0.20216474459878653;-0.018048337184875442;-0.05040113181898212;-0.01014837081956899;0.024797276737632643;-0.08711653480618378
InventoryFinishedGoodsAndWorkInProcess;0.279598492236446;0.10174246203930133;-0.09145292686988775;0.09153069292422113;0.21737975014868266;-0.21214371688739234;0.1505358378604914;-0.017452328244232047;0.04571584616516976;-0.10058314291357229;0.05799191487492254;0.20131511055304102;-0.15081356448223526;0.016167802463583417;-0.0034378873450010747;0.088147632257333;0.0908082768540967;-0.06271386030825567;0.2011424456411243;0.2536784316869512;0.1580472868372427;0.14650511896110352;0.01243508342677477;0.04761928237962718;0.10373590923931372;0.07833865240674892;0.13872408035978348;0.06250628198116093;-0.3428741541217515;1.0;0.03411776680179653;0.028176733647604157;0.07708351937881423;0.20871415849693925;-0.03914586851884628;0.16763084727751035;0.06573758015334748;0.10097262314915909;0.0007080650609943812;0.10054909545280746;0.13486723249975974;0.02866711683357648;0.0679486786459192;-0.31255429048108635;0.16516796964563416;-0.016617748297479716;-0.008365955433262151;0.1346990866074354;0.030679041553283725;-0.04023667847014153;-0.07673893562168833;0.19863177233981927;-0.006754791709030558;0.018823572730625782;0.1723183177024422;0.009513174035603561;0.037465481318628036;0.00029062664267735886;0.1507549542799319;0.016965990450862486;0.09736125861916245;-0.16024688291643316;0.17014810107101613;-0.23310858796097877;0.08755575817417009;0.02497334684985327;0.03088450663568523;0.21746858559952964;-0.4279111187514685;0.13140773463863697;-0.02386019544005572;0.1777865012081386;0.157435634715155;0.11255564843234768;0.11514363091041956;-0.011211858784849593;-0.0038276498768412383;0.08013543130929177;0.08113396960743818;0.13583713469388253
InventoryPartsAndComponentsNetOfReserves;-0.1972549972932829;-0.458666581266543;-0.5621630334425703;0.11839129526701389;0.24161111393584922;-0.020020311928177374;-0.07098639224846862;0.08539313491747795;-0.122858718397939;-0.0014456954806244568;-0.10299478558306138;0.2026103807022037;-0.3254891580985821;0.5625122999138294;0.6054950876861408;0.088215609540617;0.021721687222878927;0.07434368058494673;-0.45217867776860476;0.3143449156023373;0.09088045420089498;0.021420190447169814;0.046153587935407435;0.019623491521029178;0.02786213085578981;-0.0745916865987927;0.009568165698251935;0.4061348234721632;-0.04180735918473895;0.03411776680179653;1.0;0.09789355845923949;-0.32605025534082677;-0.27858946899071607;-0.40714229972092886;-0.5533625434390684;-0.7080762566478896;-0.36458649977851987;-0.051313927431316776;-0.01345825888153662;-0.04190782847933784;0.12623013443028427;0.036963378309700874;-0.021475520269055595;0.28371691541595645;-0.5251216556768066;-0.0339014938304925;0.0610132944497379;-0.014341606171991561;-0.0033331606737743696;-0.020284754988284276;-0.5610386568983232;0.009312808672085048;0.06176829338107642;0.0498232916323174;0.8483351874794616;0.009373143066562029;-0.03569271449234749;0.0503802803701709;-0.04099279216242867;-0.01343760415910881;-0.72875944207221;-0.013570453608271568;-0.02317154420669873;-0.011802362064933113;0.09110606546742538;-0.31485076392720807;-0.424255705959935;0.0022217651667153435;0.41055015306027537;-0.21965734812354853;0.14227884117721346;-0.15159721510763283;-0.1400497117894306;-0.1569373609752468;0.03964292897211979;0.05336547698909457;0.17311740427062539;0.03813057643819715;-0.07470118105190654
Liabilities;0.2925236156768137;0.12143545877272029;-0.05494238066412622;0.8326404786877429;0.281808206182999;0.07722505077495043;0.0029068432995561595;0.5295424647922917;-0.021899788005201138;-0.07322844765088939;-0.006373394476127207;0.15023545153139473;0.04242020205969419;0.03182457520766131;0.04729702709562731;0.5516444417880253;0.15186964459592048;-0.009076406794450662;0.13591187174395947;0.0962745987822044;0.11687569460672921;0.24805231259407418;0.15257620407374525;-0.055918411369700924;-0.007628591263907238;-0.0129592736947496;0.09552161318346032;-0.07042939283529784;-0.22438287281991529;0.028176733647604157;0.09789355845923949;1.0;0.7012167877681119;0.3853912176437918;0.3601948597609403;-0.2884467466946842;0.02251820456989839;0.3278381807971616;-0.08388940918344805;0.0001574488713164986;0.08010949841016735;0.13308555330309788;-0.05893419076303387;-0.022705369419181946;0.34700527443427037;0.1473539712053642;0.01635270512700574;0.21176781764891917;0.049874264239648615;0.0707242382853538;0.08740033534221565;-0.15973869503076465;-0.11187135157945978;-0.390066269687677;0.3151413114058008;0.02956232488833136;0.17564535157054964;0.009073347723862035;-0.07830772473925922;-0.05938193321943535;0.14544628367467083;0.11937885936672947;0.03963815248674223;0.11010495506820221;-0.002343929476334749;0.11887818646287948;0.5728038027091125;0.2581041617721247;0.285177317800214;0.0681054947413587;-0.043988740964770005;0.12843138893824496;0.05189391661333207;0.5291098738534418;0.5369920733224289;0.36346970538404194;0.36665944722353433;0.01666708198787807;-0.4835013242992269;-0.023505770947988273
LiabilitiesAndStockholdersEquity;0.13085093583676016;0.11633558440999107;-0.05259117928110915;0.842160338965555;-0.05514924381299592;0.052270885593416784;0.1368077305588221;0.6931408931196469;0.07691172931096729;0.02104456785736895;0.07912372710220145;0.14828266749230878;0.19750552987118905;0.03454398603971224;-0.2287777714982099;0.4993897807386335;0.15009338964464744;0.011955251089136787;0.404551616350781;0.10755029226426298;-0.021106088201926818;0.13125773929673823;0.21523378496857312;-0.0691263034179717;0.038194124119850126;0.11971709436178099;0.04576035598945446;-0.2747912512436301;-0.18315386981792298;0.07708351937881423;-0.32605025534082677;0.7012167877681119;1.0;0.32187239139760154;0.6152350461807873;0.28126783376215986;0.5094481211353229;0.4940115822390636;-0.09916666086339458;0.08069602663544091;0.11033066999783112;0.22943876728127266;0.007790468090838231;-0.0975753999466279;0.057532326636442394;0.47220981165173614;-0.030866595939211847;0.09916627372577663;-0.01781466409342012;0.028950843236754484;0.019818127410082553;0.3036935470004279;-0.08684970879368945;-0.13799395466906308;0.25504670721175443;-0.2571534460571096;0.3049112428868459;0.0015285166643663215;0.030062703747299576;0.03334706119732758;0.20453154204387233;0.17973006298225358;-0.012116288679445062;0.05820215435374384;-0.0023088968003757647;0.24730002331309203;0.9512113492139775;0.39109434048135344;0.08611154355175173;0.018245964675365905;-0.0014686762907967106;0.16220255290652083;0.28500479937684503;0.9045183173715207;0.9158983732711937;0.545273923723876;0.5372866224037001;0.09692101218426306;-0.6654861624947301;-0.03128507793840895
LiabilitiesCurrent;0.7558402386993497;0.3447508942874744;-0.054958529519876044;0.18685965671646673;0.43456885247315136;0.09226690547473088;-0.044621052270865116;-0.06600308799991843;0.28091734151598696;-0.06629332827925012;0.2534801329524164;0.5126370290104372;0.2959456127415543;0.001115568969630163;-0.34865401923814926;0.01662903265461008;0.050905352195789184;-0.20613030660846135;0.41151836018852433;0.21242068256889793;0.30433753049115697;0.30638658829362814;-0.12294166654072708;0.2047761887391292;0.05851820919460184;0.2767419727615954;0.07475568614255299;-0.1400794771009437;-0.2098339765065511;0.20871415849693925;-0.27858946899071607;0.3853912176437918;0.32187239139760154;1.0;-0.1095553906567514;0.042645996808783386;0.38154569851942904;0.41335537072496303;-0.017581640597429588;0.06487697507040707;0.28261391076378944;0.0021926322124616524;-0.004944860310586737;-0.3232859487963482;0.10726133685782385;0.3259470168907055;0.049302260348969146;-0.01182292336539545;-0.0999450750162667;-0.08484649676597805;0.18351119668166374;0.10126116986289448;-0.061652197853849844;-0.20720863065631864;0.23192652123198904;-0.12256244790843013;-0.07602444492388072;0.06108874010565883;-0.10005401820751905;0.11726510074830532;0.18784967763961033;0.11416709772134769;0.08443045676323731;0.24176649872970202;0.06191348371914497;0.024473578084751733;0.12175948873587829;0.8002899711479282;0.10758106316144109;-0.1327461412155051;0.3355944846401784;0.5399067084069576;0.3810952703314363;0.10123973641850084;0.11987731363602488;-0.006395262334527653;0.004367463474553942;0.23309690058371937;0.03329398645518588;0.2784233895377291
LongTermDebtAndCapitalLeaseObligations;-0.22908592114526813;-0.09043250964188265;-0.0024954924810086793;0.35770078029580865;-0.33173084943653325;0.07096281387440126;0.28601219963671654;0.27610089926246334;-0.05779113898070641;-0.023679758045053928;-0.05496289403160506;-0.20885953640253133;0.18109053790274413;0.033013885079593304;-0.5248009040155768;0.5371766211808325;0.013112011576921441;0.1268915977281242;0.19127944981482728;-0.09687651990229251;-0.22846715996506206;-0.1511276887613904;0.06739279720413191;-0.10811874989650262;-0.06549232624084357;-0.19231451139707276;0.011660968210245851;-0.3003826199004192;0.01033979786467555;-0.03914586851884628;-0.40714229972092886;0.3601948597609403;0.6152350461807873;-0.1095553906567514;1.0;0.4335457845731488;0.4735320543908063;0.2698295839986303;0.03699127825242317;-0.08338360672717761;-0.14271458031308457;-0.021361130933267598;-0.012036190617393734;0.2882367142830407;-0.11065085678468112;0.44157446388857363;-0.018301701989256586;0.1588991085013305;0.11101053245808755;0.13163467606851376;-0.05288724810755305;0.35355341605720986;-0.03015346868279113;-0.11426639989649735;-0.08072188594590936;-0.3104786290767073;-0.012218521455723753;-0.00995085404185945;0.18675783628084763;-0.15432976593234132;-0.043191496332760426;0.22620821102470418;-0.009279391633379607;0.01953537193205857;-0.00010551362411435554;-0.008585461114914834;0.6562710424422977;0.07154933142963721;0.0172647016981679;-0.23102354149586166;-0.07128736775207818;-0.17722475553420206;0.0685950100538921;0.4761849509206137;0.4823274759543283;0.034662643749901176;0.023571420277253553;-0.16023694349631948;-0.37306338482417967;-0.0494418777641174
LongTermDebtNoncurrent;-0.18440813679968673;-0.11026047830409662;-0.0775927315735262;-0.15273420345210376;-0.3859278993340252;-0.04382054689611473;0.24693825328396699;-0.03297312917678816;0.08255239894282128;0.007731184658961844;0.07354212714382655;0.05193317922204737;0.3456476635390598;0.09734316659841101;-0.5579062901080943;-0.03970805378764794;0.025101911249637704;0.03224957068779467;0.35417190804993026;0.06428338052003689;-0.015391502907957204;-0.20503047659786267;0.0659860665587954;-0.018785790239092034;-0.009055707076368772;0.021320148254587754;-0.007714702211268693;-0.23266469259637113;0.10783296419809296;0.16763084727751035;-0.5533625434390684;-0.2884467466946842;0.28126783376215986;0.042645996808783386;0.4335457845731488;1.0;0.6740882591747035;0.11414435377045995;-0.036031417653051845;0.13153342847688762;-0.052018655526860975;0.06052134853679998;0.0008571568131943168;0.06747269908579329;-0.28084667896903215;0.49959055672217184;-0.09938850773915776;-0.015375218099006773;0.030674249126056315;-0.0558503225972151;-0.14946623426877315;0.7366827413896575;0.10182943573099854;0.3839219255908769;-0.0677140203450234;-0.3386977544549416;0.019377254683345908;-0.0005875572052547424;0.30120315626550287;0.006924830114502901;0.027040745534467732;0.17544620676451939;0.007707139194242815;-0.06635113906390631;0.004799883524484477;0.10058209410795715;0.3688828421076168;0.25105514482561214;-0.3541103043815525;-0.18687122780113596;0.05731541653207297;0.10527702968953584;0.2451355071614932;0.22917272094193109;0.2323182833311549;-0.0018717933579186902;0.002603267489378207;0.002117329016733787;0.00616710032087524;0.08173130370712657
LongTermInvestmentsAndReceivablesNet;0.0922902893764148;0.07258500794912251;-0.022364025059314653;0.028693101598217405;-0.32411910438567204;0.07795587397385405;0.1704627368422412;0.006964611647683694;0.18562778488237064;-0.03222548154368219;0.15451805920802728;0.0657242394966973;0.3726144322968842;0.019341329927711013;-0.766901307500931;-0.021941330954753306;0.04710713619506621;0.014352032870924462;0.5880914422935406;0.08493981348994094;-0.09965268950879849;0.015019882976493551;0.014197099812940388;0.11757221642263706;0.11234103766869619;0.13430287712507796;-0.08899467946203109;-0.4018280036616311;-0.0357629002746931;0.06573758015334748;-0.7080762566478896;0.02251820456989839;0.5094481211353229;0.38154569851942904;0.4735320543908063;0.6740882591747035;1.0;0.5586073552822395;-0.024176713055036873;0.029435472363753344;0.1556087938080222;-0.00037325943535054584;-0.15771416378581837;-0.04243728404945887;-0.3969378284860945;0.6607013302757535;-0.07030883383990136;-0.1094541302254197;0.05162284112962378;0.060107865982522726;-0.058704908959935215;0.6628646547700511;-0.04492359398902344;-0.09921494212354445;0.014928498799229722;-0.506831229566831;0.009539030334504444;0.028816561086017416;0.10944121297456413;0.0652616498149714;0.011638259662843478;0.3376359320086232;-0.001513334091872483;-0.018090012647914194;0.05155620531557559;0.03848314357876961;0.47823527216495737;0.446762529501574;-0.04324801759710695;-0.3262304228235226;0.12081099432733254;0.13332044918066493;0.23212480283319462;0.30227917651470754;0.32564597057508854;0.013566430564904882;0.018065526538260945;0.052978463604970355;-0.06384494892113425;0.10268988770879216
MinorityInterest;0.30699868353640863;0.12079541960262485;-0.08675753565712073;0.22715717270949654;-0.13494703742119235;-0.07270334596594388;-0.12530119194756437;-0.011807136537915262;0.17882441032966742;0.11414378770438383;0.17870497315955827;0.12368451932778121;0.14502340331788963;0.022419034388558624;-0.5796802350723008;0.08655353980187115;-0.015285087773370202;0.003038647711186705;0.5969414495047953;0.25780828104154646;0.013704769323884572;0.395648208242209;0.057639899889220185;0.0960509845474637;0.019514848614738168;0.04096470903011512;-0.015243127463213582;-0.2383113943981022;-0.020103666707642014;0.10097262314915909;-0.36458649977851987;0.3278381807971616;0.4940115822390636;0.41335537072496303;0.2698295839986303;0.11414435377045995;0.5586073552822395;1.0;-0.1194189986206074;-0.13080078136628073;0.219693200497723;-0.02398353410345275;-0.15141251997597557;-0.2149750591233061;-0.09250691556400217;0.5266040700558868;0.0204171363374925;-0.04187268704218101;-0.09112370091808453;0.028286399874241842;0.05800178559092712;0.3083280817320185;-0.10311355929847743;-0.5237488511068846;0.17988904004131892;-0.3444916064334853;-0.09702934327871572;-0.055553439857370254;-0.08837524293552891;-0.004103054041651256;0.010165260225441404;0.15837273849894176;-0.06593018084077583;-0.03839221446752376;0.05055336599290627;-0.010764351394657212;0.3937499490378697;0.4181226279957186;0.3513689516313554;-0.21157288050712406;-0.02330272970968113;0.10627721355022098;0.2601533536798393;0.23876800453222918;0.28235166354716335;0.0014962957327470008;0.0366270629089128;0.2196357071906947;-0.006046295148475145;0.21647688634464368
NetCashProvidedByUsedInFinancingActivities;0.19501669512635636;-0.07141892600415509;0.009275548836835991;-0.11145418397899366;0.03745211942822648;0.0457414960789339;0.022185138570420884;0.010314437571966041;0.20079534494553294;-0.1344063989053712;0.1405887086581257;-0.047233825464682085;-0.07712968862480045;-0.008496462650089225;-0.08087149864212928;0.025964976846182104;0.04884293278002205;0.1230000890106852;-0.007699563893308506;-0.04342858177706933;-0.06185118092309108;0.009130697744317476;-0.49732364552465724;-0.06207855124377567;0.08974161367349016;0.02178889390161612;-0.07602152911597822;-0.021387629379472525;-0.05970235279541102;0.0007080650609943812;-0.051313927431316776;-0.08388940918344805;-0.09916666086339458;-0.017581640597429588;0.03699127825242317;-0.036031417653051845;-0.024176713055036873;-0.1194189986206074;1.0;-0.16714555076258186;0.0024069266055693006;-0.47831206406421917;-0.08984085882558288;-0.013120051977782245;-0.15313922924127915;-0.15866687723944728;-0.10543579752424101;-0.030091319282379646;-0.12336814754664023;-0.04434657767749802;-0.16869578814540248;0.024869630398603182;-0.27981484051466243;-0.05874236889907948;-0.14275396620419342;0.009310149424792509;-0.022060172548985797;0.0020928734132646108;-0.035680813548100425;0.0386365646069745;-0.11290955160662067;0.017181179342714178;-0.010557089026597547;-0.013300700754287976;0.048763347554451615;-0.48161559704613743;-0.08351069256775871;0.09799958155620604;0.005559595718471965;-0.163864833243506;-0.047650578313583714;-0.022438705966052155;-0.04273492065517581;-0.10786979941526917;-0.11129556017034577;-0.016873555455804577;-0.21742970858284574;-0.25471572025272976;-0.006698557685072903;0.3135631107152961
NetCashProvidedByUsedInInvestingActivities;0.04472605401435817;0.1267744255991912;0.014301892707877878;0.08996890434821253;0.1644654007331705;0.18108400312629822;0.14035140770040255;0.0003734621035973769;-0.09326373873066081;0.029722319177717227;-0.08685990359029672;-0.042800037091581686;-0.04601903506836034;0.005834157671524586;0.1077281187453353;0.14376756415836361;0.1068226208512167;-0.05063196846315747;0.010887590256096556;-0.01975950254118776;0.04278509611713743;-0.023785885433664087;0.24224343435147616;-0.26337082399736655;0.18587550860901375;0.25402461781247804;0.09294476157998309;-0.12524861321671116;-0.17067477355347122;0.10054909545280746;-0.01345825888153662;0.0001574488713164986;0.08069602663544091;0.06487697507040707;-0.08338360672717761;0.13153342847688762;0.029435472363753344;-0.13080078136628073;-0.16714555076258186;1.0;-0.07030357279552914;0.321277465550169;0.13393780849829826;-0.03648223697564147;0.10874665028425988;0.07009867377286279;-0.10703556657843794;0.07637306406183625;-0.018445801183476298;-0.05556588482214864;0.018169945094475205;-0.04097242613174016;-0.05341941393065413;0.24898945313770476;-0.031436755453010765;-0.009000388984655975;0.029414846943103395;0.14521103927502188;0.30114636771370656;0.12326870831205196;0.6527511220404132;-0.03278087484268681;-0.02295019734321938;-0.07093613461842886;-0.43796064646817345;0.3279836118530734;0.05401250339052065;0.06498399044455103;-0.135742168152582;0.3549835721914594;-0.08165130844713138;-0.039494214236051046;-0.03409371371713405;0.14987233071239328;0.14125648431661514;0.0029156053655313295;-0.011012542193809701;-0.09745980467040917;0.04952739944311099;-0.06706995724981302
NetCashProvidedByUsedInOperatingActivities;0.40470197802486246;0.24808042066593514;-0.0712739480893909;0.11932865890949929;0.2557878341532677;-0.06189877969243265;-0.18739424958647044;0.031511641304172215;0.18992593195364987;0.00030014874205093434;0.15977251540658655;0.27958278970155154;-0.17184274575686795;0.011060119990819444;-0.052174615983628325;0.15944980032571504;0.019246321098297457;-0.28958324227289756;0.26399298890673545;0.27209547977166004;-0.10026043982002536;0.240404426227146;0.04335504943786433;0.29301996471040465;0.3933351885380473;0.16655163331086276;0.06688394165835625;0.10217468743434151;-0.023048363260095586;0.13486723249975974;-0.04190782847933784;0.08010949841016735;0.11033066999783112;0.28261391076378944;-0.14271458031308457;-0.052018655526860975;0.1556087938080222;0.219693200497723;0.0024069266055693006;-0.07030357279552914;1.0;0.04347067144749924;-0.13121912959610277;-0.4545392917328398;0.03742212561985764;0.0821114239025774;-0.11136195061966024;-0.2334381762706746;0.1079652584659662;-0.04067948358277932;-0.18423379512459867;-0.0023312357517893643;0.06019656335757154;-0.061947039878704035;0.16696611230376993;0.009266468976344967;-0.10215759067563976;0.1569733717384872;-0.3606117460152486;0.08818031627023594;0.0023406273229963854;-0.15329973268253946;-0.05785845250538306;-0.04001725937227786;0.14722004684563827;0.030798887737691148;0.013588652739429002;0.31802496889409204;0.05148502160037742;-0.11879461178799512;0.11363701590572572;0.3209389266798395;0.16513424181411263;0.11039113128277059;0.11904417864517619;-0.07505979789648472;-0.032027336739309055;0.2810272748357802;-0.10546668677321881;0.1497122347022163
NetIncomeLoss;-0.20179780838375658;0.19328392724047375;-0.09132038029607896;0.3059150028357689;0.2768249908046998;0.3278740351268727;0.1842758162621476;0.06112094436213077;-0.17662192406279892;0.14554572464377605;-0.11836170530520283;-0.054647201413460605;0.07152100581653066;0.10751839293573066;0.23570521060496777;0.03901754090642542;-0.2684095114386199;0.04185819672127694;0.05823706153790979;0.21752498253335348;0.11255349684989904;-0.11689735375173041;0.8951694226296455;-0.2892307878773935;0.013016090360154624;0.3406341043118884;-0.10356993052201173;0.02329942485101354;-0.055518576532212725;0.02866711683357648;0.12623013443028427;0.13308555330309788;0.22943876728127266;0.0021926322124616524;-0.021361130933267598;0.06052134853679998;-0.00037325943535054584;-0.02398353410345275;-0.47831206406421917;0.321277465550169;0.04347067144749924;1.0;0.07107481025038949;-0.06028691676729236;0.3726305947357003;-0.113548781858168;0.01861962119486893;-0.15364814645515215;0.023909602612509163;-0.14294816616605246;0.014045787780240149;-0.11424000614037359;0.11049049451932981;0.3174550658687324;-0.03359668744576391;0.22021281991844868;0.06388339140480402;0.12883408826653742;0.047328536694462825;0.10276915862912014;0.4375186660454811;-0.1399766223596728;-0.031220293463586447;-0.04643325426008802;0.09525359154592891;0.997082725189247;0.1451060457238586;-0.12652957615282456;-0.07723891694307528;0.6103892120396939;-0.16022451432633167;-0.005512244732862069;0.05914681976631831;0.34441630853331007;0.33823602231613675;0.015921169279444376;0.01316207851707784;0.10535710179605114;0.013876463525504586;-0.36738698394790736
