end;AccountsPayableAndAccruedLiabilitiesCurrent;AccruedIncomeTaxesCurrent;AccumulatedOtherComprehensiveIncomeLossNetOfTax;Assets;AssetsCurrent;CashAndCashEquivalentsAtCarryingValue;CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents;CommonStockValue;ComprehensiveIncomeNetOfTax;ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest;ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest;CostsAndExpenses;DebtCurrent;DebtInstrumentFairValue;DeferredIncomeTaxLiabilitiesNet;DeferredTaxLiabilitiesNoncurrent;DepreciationDepletionAndAmortization;DueToRelatedPartiesNoncurrent;EnergyRelatedInventory;ExciseAndSalesTaxes;ExplorationExpense;GuaranteeObligationsCurrentCarryingValue;IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest;IncomeLossFromEquityMethodInvestments;IncomeTaxExpenseBenefit;IncomeTaxesPaidNet;IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet;InterestExpense;InterestPaid;InventoryFinishedGoodsAndWorkInProcess;InventoryPartsAndComponentsNetOfReserves;Liabilities;LiabilitiesAndStockholdersEquity;LiabilitiesCurrent;LongTermDebtAndCapitalLeaseObligations;LongTermDebtNoncurrent;LongTermInvestmentsAndReceivablesNet;MinorityInterest;NetCashProvidedByUsedInFinancingActivities;NetCashProvidedByUsedInInvestingActivities;NetCashProvidedByUsedInOperatingActivities;NetIncomeLoss;NetIncomeLossAttributableToNoncontrollingInterest;NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent;OtherAssetsCurrent;OtherAssetsNoncurrent;OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax;OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax;OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax;OtherComprehensiveIncomeLossNetOfTax;OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax;OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax;OtherComprehensiveIncomeLossTaxPortionAttributableToParent1;OtherIncome;OtherLiabilitiesNoncurrent;OtherNonoperatingIncomeExpense;PaymentsForProceedsFromOtherInvestingActivities;PaymentsForRepurchaseOfCommonStock;PaymentsOfDividendsCommonStock;PaymentsOfDividendsMinorityInterest;PaymentsToAcquirePropertyPlantAndEquipment;PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent;ProceedsFromIssuanceOfLongTermDebt;ProceedsFromPaymentsToMinorityShareholders;ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets;ProfitLoss;PropertyPlantAndEquipmentNet;ReceivablesNetCurrent;RestrictedCashAndCashEquivalentsAtCarryingValue;RetainedEarningsAccumulatedDeficit;RevenueFromContractWithCustomerExcludingAssessedTax;Revenues;SellingGeneralAndAdministrativeExpense;StockholdersEquity;StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest;StockholdersEquityOther;StockIssuedDuringPeriodValueTreasuryStockReissued;TaxesOther;TreasuryStockValue;StockPrice
2019-09-30;40541000000.0;2458000000.0;-19277000000.0;359361000000.0;50008000000.0;5351000000.0;5351000000.0;15795000000.0;2098000000.0;14000000.0;2112000000.0;60328000000.0;21196000000.0;21258299136.25459;26834224025.19547;26513000000.0;4873000000.0;4232000000.0;13131000000.0;5680069000.714926;299000000.0;6218000000.0;4721000000.0;1196000000.0;1474000000.0;1512333333.3333333;-124333333.33333324;232000000.0;452666666.6666667;;4459000000.0;162252000000.0;359361000000.0;64195000000.0;25950000000.0;22494549110.21113;42920000000.0;7194000000.0;5508666666.666667;-6175666666.666667;6962000000.0;3170000000.0;77000000.0;357000000.0;1759000000.0;15921000000.0;-56000000.0;-1424000000.0;1000000.0;-1135000000.0;-103000000.0;50000000.0;-105000000.0;270000000.0;21997000000.0;431000000.0;-216333333.3333333;343666666.6666667;3647666666.6666665;44333333.333333336;5696333333.333333;19365000000.0;;38000000.0;93000000.0;3247000000.0;250512000000.0;25308000000.0;;419367000000.0;63422000000.0;65049000000.0;2753000000.0;189915000000.0;197109000000.0;-228000000.0;-47000000.0;7676000000.0;225970000000.0;55.19325637817383
2020-03-31;35815000000.0;1203000000.0;-24339000000.0;355804000000.0;50249000000.0;11412000000.0;11412000000.0;15636000000.0;-5456000000.0;-672000000.0;-6128000000.0;56416000000.0;27755000000.0;23402945896.341816;24863000000.0;26513000000.0;5819000000.0;4024000000.0;12067000000.0;5751367261.668736;288000000.0;6458000000.0;-258000000.0;775000000.0;512000000.0;1372000000.0;942000000.0;249000000.0;468000000.0;;4434000000.0;167061000000.0;355804000000.0;64773000000.0;31857000000.0;23460070125.63098;42981000000.0;6664000000.0;8785000000.0;-6367000000.0;6274000000.0;-610000000.0;-160000000.0;269000000.0;1465000000.0;14165000000.0;-62000000.0;-5649000000.0;7000000.0;-5358000000.0;-87000000.0;58000000.0;-113000000.0;-1185582676.3880644;19631000000.0;249000000.0;-220000000.0;305000000.0;3719000000.0;45000000.0;5945000000.0;21913000000.0;8466000000.0;94000000.0;86000000.0;-770000000.0;248409000000.0;20871000000.0;;416919000000.0;55134000000.0;56158000000.0;2579000000.0;182079000000.0;188743000000.0;25000000.0;3000000.0;6832000000.0;226137000000.0;30.46893310546875
2020-06-30;33216000000.0;1102000000.0;-21617000000.0;361495000000.0;53016000000.0;12576000000.0;12576000000.0;15812000000.0;1642000000.0;131000000.0;1773000000.0;34245000000.0;22952000000.0;42082319016.06748;24725000000.0;26513000000.0;4916000000.0;3831000000.0;15028000000.0;6720463833.488915;214000000.0;6372000000.0;-1640000000.0;103000000.0;-471000000.0;1199666666.6666667;-23000000.0;317000000.0;497333333.3333333;;4629000000.0;174342000000.0;361495000000.0;57270000000.0;46563000000.0;31475026697.17317;43192000000.0;6970000000.0;3261666666.666667;-5029666666.666667;7270666666.666667;-1080000000.0;-89000000.0;271000000.0;1747000000.0;14763000000.0;52000000.0;2875000000.0;8000000.0;2942000000.0;136000000.0;57000000.0;3000000.0;-791849281.3124954;19612000000.0;225000000.0;-175666666.66666666;203666666.6666667;3719333333.3333335;47333333.333333336;4763333333.333333;22341000000.0;5644000000.0;80333333.33333333;159666666.6666667;-1169000000.0;250524000000.0;19036000000.0;;412124000000.0;32277000000.0;32605000000.0;2409000000.0;180183000000.0;187153000000.0;-222000000.0;1000000.0;5154000000.0;226136000000.0;36.58124542236328
2020-09-30;33340000000.0;1217000000.0;-20189000000.0;358043000000.0;48693000000.0;8832000000.0;8832000000.0;15997000000.0;748000000.0;92000000.0;840000000.0;46571000000.0;21911000000.0;35498174466.81666;24467000000.0;;4983000000.0;3486000000.0;13162000000.0;6207519753.763624;188000000.0;6584000000.0;-372000000.0;517000000.0;337000000.0;1027333333.3333333;-988000000.0;279000000.0;526666666.6666667;;4723000000.0;173431000000.0;358043000000.0;56468000000.0;46888000000.0;26668952162.51747;43609000000.0;7212000000.0;-2261666666.666666;-3692333333.3333335;8267333333.333333;-680000000.0;-29000000.0;272000000.0;2002000000.0;15245000000.0;74000000.0;1469000000.0;57000000.0;1549000000.0;140000000.0;62000000.0;69000000.0;-459116834.7697619;20025000000.0;257000000.0;-131333333.33333331;102333333.33333334;3719666666.6666665;49666666.66666666;3581666666.6666665;22097000000.0;2822000000.0;66666666.66666667;233333333.3333333;-709000000.0;250496000000.0;19974000000.0;;407728000000.0;45425000000.0;46199000000.0;2444000000.0;177400000000.0;184612000000.0;-192000000.0;2500000.0;7352000000.0;226136000000.0;28.63616180419922
2021-03-31;41017000000.0;948000000.0;-16090000000.0;333770000000.0;48195000000.0;3515000000.0;3515000000.0;15884000000.0;3345000000.0;146000000.0;3491000000.0;55555000000.0;18185000000.0;31236295610.53338;18113000000.0;;5004000000.0;3279000000.0;13740000000.0;5877849301.22937;164000000.0;6889000000.0;3592000000.0;1473000000.0;796000000.0;855000000.0;-1953000000.0;258000000.0;556000000.0;;4617000000.0;169669000000.0;333770000000.0;60150000000.0;45137000000.0;16483435765.856422;44181000000.0;7127000000.0;-7785000000.0;-2355000000.0;9264000000.0;2730000000.0;66000000.0;378000000.0;1568000000.0;16753000000.0;-58000000.0;149000000.0;-53000000.0;695000000.0;-168000000.0;106000000.0;-217000000.0;67709538.92290038;21155000000.0;122000000.0;-87000000.0;1000000.0;3720000000.0;52000000.0;2400000000.0;21835000000.0;0.0;53000000.0;307000000.0;2796000000.0;224641000000.0;24755000000.0;;382953000000.0;57552000000.0;59147000000.0;2428000000.0;156974000000.0;164101000000.0;-47000000.0;4000000.0;6660000000.0;225773000000.0;48.5037841796875
2021-06-30;45780000000.0;1165000000.0;-15586000000.0;337289000000.0;52842000000.0;3465000000.0;3465000000.0;16006000000.0;5194000000.0;178000000.0;5372000000.0;61435000000.0;15293000000.0;29646749754.02411;18511000000.0;;4952000000.0;3038000000.0;14711000000.0;5817428910.839069;176000000.0;6955000000.0;6307000000.0;1436000000.0;1526000000.0;1090750000.0;-1736250000.0;254000000.0;543500000.0;;4564000000.0;171733000000.0;337289000000.0;62238000000.0;45319000000.0;15522816062.039824;44774000000.0;6985000000.0;-7517000000.0;-2752500000.0;10645000000.0;4690000000.0;91000000.0;162000000.0;1562000000.0;16661000000.0;25000000.0;423000000.0;19000000.0;591000000.0;47000000.0;65000000.0;-21000000.0;206348058.31570575;20545000000.0;363000000.0;-87750000.0;517500000.0;3730000000.0;54000000.0;2777750000.0;22082000000.0;0.0;16250000.0;303500000.0;4781000000.0;223012000000.0;28540000000.0;;383922000000.0;65943000000.0;67742000000.0;2345000000.0;158571000000.0;165556000000.0;-29000000.0;2000000.0;7746000000.0;225771000000.0;55.600772857666016
2021-09-30;47257000000.0;1633000000.0;-16696000000.0;336688000000.0;55555000000.0;4768000000.0;4768000000.0;16104000000.0;5640000000.0;57000000.0;5697000000.0;64180000000.0;12966000000.0;28034763517.38098;19008000000.0;;4990000000.0;3060000000.0;15087000000.0;5714012095.437029;190000000.0;7034000000.0;9606000000.0;1670000000.0;2664000000.0;1326500000.0;-1519500000.0;214000000.0;531000000.0;;4520000000.0;169182000000.0;336688000000.0;61856000000.0;43639000000.0;16212970901.386627;45641000000.0;6917000000.0;-7249000000.0;-3150000000.0;12026000000.0;6750000000.0;192000000.0;146000000.0;1664000000.0;16697000000.0;-76000000.0;-1625000000.0;-26000000.0;-1245000000.0;-184000000.0;60000000.0;-162000000.0;766447676.6626413;20559000000.0;224000000.0;-88500000.0;1034000000.0;3740000000.0;56000000.0;3155500000.0;21060000000.0;0.0;-20500000.0;300000000.0;6942000000.0;218795000000.0;29516000000.0;;386952000000.0;71892000000.0;73786000000.0;2287000000.0;160589000000.0;167506000000.0;-3000000.0;0.0;7889000000.0;225771000000.0;52.63059997558594
2021-12-31;55379000000.0;2652500000.0;-14805000000.0;345729500000.0;66405000000.0;7921000000.0;7921000000.0;15991500000.0;5985000000.0;208000000.0;6193000000.0;73062000000.0;8926000000.0;26243195569.895;19270500000.0;;6936500000.0;2967500000.0;16580500000.0;6037675634.746807;181500000.0;7770000000.0;9081000000.0;2104000000.0;2735000000.0;1562250000.0;-1302750000.0;201000000.0;518500000.0;;4311500000.0;173713500000.0;345729500000.0;66957500000.0;43145000000.0;15453405010.745132;45985000000.0;7114000000.0;-6981000000.0;-3547500000.0;13407000000.0;6115000000.0;231000000.0;127000000.0;1763000000.0;17555500000.0;-58000000.0;-442000000.0;-24000000.0;-153000000.0;-144500000.0;43500000.0;-125500000.0;982723766.9154186;21715500000.0;226000000.0;-89250000.0;1550500000.0;3750000000.0;58000000.0;3533250000.0;19657500000.0;0.0;-57250000.0;296500000.0;6346000000.0;215784000000.0;35829000000.0;;390365500000.0;79813000000.0;82143000000.0;2348000000.0;164902000000.0;172016000000.0;-6000000.0;1000000.0;7721500000.0;225464000000.0;55.48701858520508
2022-03-31;63501000000.0;3672000000.0;-12914000000.0;354771000000.0;77255000000.0;11074000000.0;11074000000.0;15879000000.0;6330000000.0;359000000.0;6689000000.0;81944000000.0;4886000000.0;24451627622.40901;19533000000.0;;8883000000.0;2875000000.0;18074000000.0;6361339174.056583;173000000.0;8506000000.0;8556000000.0;2538000000.0;2806000000.0;1798000000.0;-1086000000.0;188000000.0;506000000.0;;4103000000.0;178245000000.0;354771000000.0;72059000000.0;42651000000.0;14463417761.63623;46329000000.0;7311000000.0;-6713000000.0;-3945000000.0;14788000000.0;5480000000.0;270000000.0;108000000.0;1862000000.0;18414000000.0;-40000000.0;741000000.0;-22000000.0;939000000.0;-105000000.0;27000000.0;-89000000.0;1198999857.1681955;22872000000.0;228000000.0;-90000000.0;2067000000.0;3760000000.0;60000000.0;3911000000.0;18255000000.0;0.0;-94000000.0;293000000.0;5750000000.0;212773000000.0;42142000000.0;;393779000000.0;87734000000.0;90500000000.0;2409000000.0;169215000000.0;176526000000.0;-9000000.0;2000000.0;7554000000.0;227529000000.0;75.72276306152344
2022-06-30;67958000000.0;4785000000.0;-15017000000.0;367774000000.0;93163000000.0;18861000000.0;18861000000.0;16018000000.0;15747000000.0;547000000.0;16294000000.0;90748000000.0;7367000000.0;19517017643.3016;20807000000.0;;4451000000.0;2617000000.0;19580000000.0;6512332508.581349;286000000.0;7942000000.0;24933000000.0;3688000000.0;6359000000.0;2449500000.0;-739000000.0;194000000.0;516250000.0;;4005000000.0;183266000000.0;367774000000.0;80110000000.0;39516000000.0;19615720101.11264;46820000000.0;7192000000.0;-7161500000.0;-4190000000.0;15176250000.0;17850000000.0;724000000.0;120000000.0;2654000000.0;18632000000.0;-83000000.0;-2537000000.0;-68000000.0;-2280000000.0;-155000000.0;30000000.0;-181000000.0;3716675369.341549;22808000000.0;728000000.0;-90000000.0;2635250000.0;3754500000.0;73750000.0;4286250000.0;17408000000.0;5000000.0;-74500000.0;433250000.0;18574000000.0;209159000000.0;48063000000.0;;407902000000.0;111265000000.0;115681000000.0;2530000000.0;177316000000.0;184508000000.0;19000000.0;1000000.0;6868000000.0;231587000000.0;79.32345581054688
2022-09-30;62550000000.0;5325000000.0;-17803000000.0;370152000000.0;99289000000.0;30407000000.0;30464000000.0;16106000000.0;16874000000.0;199000000.0;17073000000.0;86648000000.0;6182000000.0;21828684735.728493;21274000000.0;;5642000000.0;2647000000.0;20078000000.0;7400063272.437816;218000000.0;7152000000.0;25422000000.0;4632000000.0;5224000000.0;3101000000.0;-392000000.0;209000000.0;526500000.0;;4018000000.0;177109000000.0;370152000000.0;74057000000.0;39246000000.0;27463584115.97062;50235000000.0;6943000000.0;-7610000000.0;-4435000000.0;15564500000.0;19660000000.0;538000000.0;154000000.0;2318000000.0;17526000000.0;-82000000.0;-3361000000.0;-61000000.0;-3125000000.0;-108000000.0;35000000.0;-178000000.0;2685204785.059072;23086000000.0;926000000.0;-90000000.0;3203500000.0;3749000000.0;87500000.0;4661500000.0;16799000000.0;10000000.0;-55000000.0;573500000.0;20198000000.0;203102000000.0;42411000000.0;;423877000000.0;106512000000.0;112070000000.0;2324000000.0;186100000000.0;193043000000.0;32000000.0;1000000.0;6587000000.0;236080000000.0;81.65604400634766
2022-12-31;61242500000.0;4880000000.0;-15449000000.0;369761500000.0;98256500000.0;31529000000.0;29665000000.0;16005000000.0;14239500000.0;317500000.0;14557000000.0;78204500000.0;4239000000.0;27069820262.71019;22234500000.0;;4943000000.0;2338000000.0;19768000000.0;7841958834.141598;179500000.0;7330000000.0;21112500000.0;4632000000.0;5092000000.0;3752500000.0;-45000000.0;184000000.0;536750000.0;;4101000000.0;170033000000.0;369761500000.0;70361500000.0;39198000000.0;31600145122.08293;49639500000.0;7336000000.0;-8058500000.0;-4680000000.0;15952750000.0;15545000000.0;475500000.0;160500000.0;2208000000.0;17303000000.0;-35500000.0;-1594000000.0;-6500000.0;-1463500000.0;-63500000.0;18500000.0;-60500000.0;2338608486.5770597;21733000000.0;926000000.0;-42312654.77859378;3771750000.0;3743500000.0;101250000.0;5036750000.0;13491000000.0;15000000.0;-35500000.0;713750000.0;16020500000.0;204562500000.0;40609500000.0;;432214500000.0;95078000000.0;99317000000.0;2357000000.0;192392500000.0;202473000000.0;27000000.0;1500000.0;6904000000.0;236080000000.0;100.41461944580078
2023-03-31;59935000000.0;4435000000.0;-13095000000.0;369371000000.0;97224000000.0;32651000000.0;32676000000.0;15904000000.0;11605000000.0;436000000.0;12041000000.0;69761000000.0;2296000000.0;32310955789.69188;23195000000.0;;4244000000.0;2376000000.0;19458000000.0;8283854395.845372;141000000.0;7508000000.0;16803000000.0;4632000000.0;4960000000.0;4404000000.0;302000000.0;159000000.0;547000000.0;;4184000000.0;162957000000.0;369371000000.0;66666000000.0;39150000000.0;35736706128.19538;49044000000.0;7729000000.0;-8507000000.0;-4925000000.0;16341000000.0;11430000000.0;413000000.0;167000000.0;2098000000.0;17080000000.0;11000000.0;173000000.0;48000000.0;198000000.0;-19000000.0;2000000.0;57000000.0;1992012188.095044;21387000000.0;926000000.0;-47503295.338906825;4340000000.0;3738000000.0;115000000.0;5412000000.0;10183000000.0;20000000.0;-16000000.0;854000000.0;11843000000.0;206023000000.0;38808000000.0;25000000.0;440552000000.0;83644000000.0;86564000000.0;2390000000.0;198685000000.0;206414000000.0;22000000.0;2000000.0;7221000000.0;236080000000.0;104.17987823486328
2023-06-30;54404000000.0;3482000000.0;-12657000000.0;363248000000.0;91760000000.0;29528000000.0;29557000000.0;16029000000.0;8318000000.0;373000000.0;8691000000.0;71258000000.0;3929000000.0;30481823473.434357;23460000000.0;;4242000000.0;2376000000.0;20006000000.0;8429191687.688732;133000000.0;7755000000.0;11656000000.0;1910000000.0;3503000000.0;3982500000.0;-275500000.0;249000000.0;559750000.0;;4243000000.0;156251000000.0;363248000000.0;61815000000.0;37567000000.0;35490628420.76834;47273000000.0;7951000000.0;-8375750000.0;-4838000000.0;15921750000.0;7880000000.0;273000000.0;164000000.0;2039000000.0;17479000000.0;20000000.0;514000000.0;85000000.0;538000000.0;-17000000.0;-1000000.0;106000000.0;1215636479.4953322;21387000000.0;1443617336.0879395;-48525959.04767072;4007750000.0;3755500000.0;127750000.0;5327500000.0;10278000000.0;42000000.0;-10500000.0;816250000.0;8153000000.0;206736000000.0;35915000000.0;29000000.0;444731000000.0;80795000000.0;82914000000.0;2449000000.0;199046000000.0;206997000000.0;-22000000.0;2000000.0;7563000000.0;239526427646.1803;102.77445220947266
2023-09-30;62257000000.0;4186000000.0;-13088000000.0;372259000000.0;101142000000.0;32944000000.0;32973000000.0;16165000000.0;8639000000.0;340000000.0;8979000000.0;77061000000.0;4743000000.0;28319975400.170403;23912000000.0;;4415000000.0;2376000000.0;20052000000.0;8387485121.202164;338000000.0;7710000000.0;13699000000.0;1910000000.0;4353000000.0;3561000000.0;-853000000.0;169000000.0;572500000.0;;4398000000.0;164726000000.0;372259000000.0;71186000000.0;36510000000.0;33894214408.592484;48066000000.0;7830000000.0;-8244500000.0;-4751000000.0;15502500000.0;9070000000.0;276000000.0;166000000.0;1905000000.0;17189000000.0;-15000000.0;-933000000.0;83000000.0;-367000000.0;-11000000.0;2000000.0;66000000.0;1232273101.8224683;21387000000.0;1972091396.306884;-48883175.54810846;3675500000.0;3773000000.0;140500000.0;5243000000.0;10174000000.0;64000000.0;-5000000.0;778500000.0;9346000000.0;205862000000.0;41814000000.0;29000000.0;450138000000.0;80795000000.0;90760000000.0;2489000000.0;199703000000.0;207533000000.0;-57000000.0;1000000.0;7712000000.0;243213828860.62903;111.71306610107422
2023-12-31;58037000000.0;3189000000.0;-11989000000.0;376317000000.0;96609000000.0;31539000000.0;31568000000.0;17781000000.0;7839500000.0;283000000.0;8122500000.0;73887500000.0;4090000000.0;30007988063.33569;24452000000.0;;4613500000.0;;20528000000.0;8570285115.794989;243000000.0;7743500000.0;13034000000.0;1910000000.0;4078000000.0;3139500000.0;-1430500000.0;195000000.0;585250000.0;;4592000000.0;163779000000.0;376317000000.0;65316000000.0;37483000000.0;34097211970.446;47630000000.0;7736000000.0;-8113250000.0;-4664000000.0;15083250000.0;8645000000.0;311000000.0;94500000.0;1906000000.0;17138000000.0;-5500000.0;-1100000000.0;4000000.0;-833500000.0;15500000.0;2500000.0;-4000000.0;1426367028.9723969;21064599384.708763;2031897530.257967;-91483333.0866555;3343250000.0;3790500000.0;153250000.0;5158500000.0;10496000000.0;86000000.0;500000.0;740750000.0;8956000000.0;214940000000.0;38015000000.0;29000000.0;453927000000.0;80795000000.0;86921500000.0;2492000000.0;204802000000.0;212538000000.0;-28000000.0;2500000.0;7017500000.0;243909733559.57657;99.79689025878906
2024-03-31;59531000000.0;4163000000.0;-13169000000.0;377918000000.0;99377000000.0;33320000000.0;33349000000.0;17971000000.0;7040000000.0;226000000.0;7266000000.0;70714000000.0;8227000000.0;29126276287.362183;24106000000.0;;4812000000.0;;18891000000.0;8499070758.121725;148000000.0;7777000000.0;12369000000.0;1910000000.0;3803000000.0;2718000000.0;-2008000000.0;221000000.0;598000000.0;;4600000000.0;164866000000.0;377918000000.0;71921000000.0;32213000000.0;33888893543.52202;47608000000.0;7802000000.0;-7982000000.0;-4577000000.0;14664000000.0;8220000000.0;346000000.0;23000000.0;2171000000.0;17210000000.0;4000000.0;-1267000000.0;-75000000.0;-1300000000.0;42000000.0;3000000.0;-74000000.0;1620460956.122325;21186475146.67407;2292124673.008233;-85729049.85677207;3011000000.0;3808000000.0;166000000.0;5074000000.0;10475000000.0;108000000.0;6000000.0;703000000.0;8566000000.0;213723000000.0;40366000000.0;29000000.0;458339000000.0;80953018651.20892;83083000000.0;2495000000.0;205250000000.0;213052000000.0;1000000.0;4000000.0;6323000000.0;247226675952.8578;115.12059020996094
2024-06-30;60107000000.0;4035000000.0;-13187000000.0;460707000000.0;96238000000.0;26460000000.0;26488000000.0;46781000000.0;9222000000.0;280000000.0;9502000000.0;79395000000.0;6621000000.0;26985369973.94365;40080000000.0;;5787000000.0;;19685000000.0;7910146651.759862;153000000.0;7779000000.0;13665000000.0;1910000000.0;4094000000.0;2718000000.0;-2008000000.0;271000000.0;598000000.0;;4818000000.0;184441000000.0;460707000000.0;70763000000.0;36565000000.0;31297965809.058853;47948000000.0;7861000000.0;-7982000000.0;-4577000000.0;14664000000.0;9240000000.0;331000000.0;34000000.0;2176000000.0;18238000000.0;-10000000.0;-115000000.0;69000000.0;-69000000.0;-29000000.0;5000000.0;54000000.0;1537277844.4866414;23381247952.99497;2323019832.263094;-439869896.4564967;3011000000.0;3808000000.0;166000000.0;5074000000.0;10398000000.0;108000000.0;6000000.0;703000000.0;9571000000.0;298283000000.0;43071000000.0;28000000.0;463294000000.0;80445741500.5673;93060000000.0;2568000000.0;268405000000.0;276266000000.0;107000000.0;115000000.0;6579000000.0;198090502711.49545;114.04186248779297
